rc_id;rl_id;ss_id;rc_orderby;ss_name
136501;1365;615;1;Автостанция Аврора
136502;1365;268;2;Автостанция Аврора
136503;1365;269;3;ул.Мориса Тореза
136504;1365;270;4;ул.Гагарина
136505;1365;271;5;ул.Дыбенко
136506;1365;272;6;ул.Антонова-Овсеенко
136507;1365;273;7;Дом Печати
136508;1365;274;8;Автовокзал Центральный
136509;1365;31;9;Аэрокосмический университет
136510;1365;32;10;ул.Революционная
136511;1365;176;11;Клиники Медуниверситета
136512;1365;177;12;ул.Мичурина
136513;1365;178;13;Выставочный центр Экспо-Волга
136514;1365;35;14;Площадь Памяти
136515;1365;44;15;Сквер Мичурина
136516;1365;37;16;Губернский рынок
136517;1365;38;17;ЦУМ Самара-Пригородный автовокзал
136518;1365;553;18;Поликлиника (высадка)
136519;1365;552;19;Железнодорожный вокзал (стоянка)
136601;1366;552;1;Железнодорожный вокзал (стоянка)
136602;1366;40;2;Железнодорожный вокзал
136603;1366;143;3;Железнодорожный вокзал
136604;1366;42;4;ЦУМ Самара-Пригородный автовокзал
136605;1366;43;5;Губернский рынок
136606;1366;36;6;Сквер Мичурина
136607;1366;45;7;Площадь Памяти
136608;1366;145;8;Выставочный центр Экспо-Волга
136609;1366;146;9;пр.Масленникова
136610;1366;147;10;Клиники Медуниверситета
136611;1366;79;11;ул.Революционная
136612;1366;48;12;Аэрокосмический университет
136613;1366;226;13;Автовокзал Центральный
136614;1366;227;14;Дом Печати
136615;1366;228;15;ул.Антонова-Овсеенко
136616;1366;229;16;ул.Дыбенко
136617;1366;230;17;ул.Гагарина
136618;1366;231;18;ул.Мориса Тореза
136619;1366;615;19;Автостанция Аврора
156501;1565;273;1;Дом Печати
156502;1565;274;2;Автовокзал Центральный
156503;1565;49;3;Автовокзал Центральный
156504;1565;50;4;ул.Потапова
156505;1565;437;5;Телецентр
156506;1565;438;6;Торговый городок
156507;1565;440;7;Магазин
156508;1565;442;8;Экономическая академия
156509;1565;444;9;ул.Советской Армии
156510;1565;446;10;Машиностроительный колледж
156511;1565;448;11;ул.Вольская
156512;1565;451;12;Станция метро Победа
156513;1565;452;13;ул.Красных Коммунаров
156514;1565;93;14;Заводское шоссе
156515;1565;454;15;Госбанк
156516;1565;455;16;ул.Кабельная
156517;1565;456;17;ОАО Моторостроитель
156518;1565;459;18;Профтехучилище
156519;1565;461;19;Проходная ОАО Моторостроитель
156520;1565;463;20;ул.Береговая
156521;1565;470;21;Завод Экран
156522;1565;466;22;Завод Экран
156601;1566;466;1;Завод Экран
156602;1566;464;2;ул.Береговая
156603;1566;462;3;Проходная ОАО Моторостроитель
156604;1566;460;4;Профтехучилище
156605;1566;458;5;Заводское шоссе
156606;1566;210;6;Станция метро Кировская
156607;1566;223;7;Площадь им. Кирова
156608;1566;206;8;ул.Воронежская
156609;1566;1466;9;Дом Дружбы Народов
156610;1566;203;10;Безымянский рынок
156611;1566;201;11;ул.Ново-Вокзальная
156612;1566;199;12;ул.Александра Матросова
156613;1566;467;13;ул.XXII Партсъезда
156614;1566;447;14;Машиностроительный колледж
156615;1566;445;15;ул.Советской Армии
156616;1566;443;16;Экономическая академия
156617;1566;441;17;Магазин
156618;1566;439;18;Торговый городок
156619;1566;469;19;Парк Гагарина
156620;1566;28;20;Телецентр
156621;1566;29;21;ул.Потапова
156622;1566;30;22;Автовокзал Центральный
156623;1566;226;23;Автовокзал Центральный
156624;1566;227;24;Дом Печати
156625;1566;273;25;Дом Печати
166501;1665;120;1;14-й микрорайон
166502;1665;122;2;Универсам
166503;1665;487;3;Кинотеатр Самара
166504;1665;489;4;пр.Кирова
166505;1665;491;5;Поликлиника № 6
166506;1665;493;6;ул.Воронежская
166507;1665;189;7;ул.Ново-Вокзальная
166508;1665;187;8;10-й микрорайон
166509;1665;185;9;Кинотеатр Шипка
166510;1665;495;10;Магазин Мебель
166511;1665;469;11;Парк Гагарина
166512;1665;28;12;Телецентр
166513;1665;29;13;ул.Потапова
166514;1665;30;14;Автовокзал Центральный
166515;1665;31;15;Аэрокосмический университет
166516;1665;32;16;ул.Революционная
166517;1665;33;17;Станция метро Московская
166518;1665;1795;18;ул.Киевская
166519;1665;498;19;Химчистка
166520;1665;500;20;ул.Клиническая
166521;1665;503;21;ул.Владимирская-Международный институт рынка
166522;1665;37;22;Губернский рынок
166523;1665;38;23;ЦУМ Самара-Пригородный автовокзал
166524;1665;39;24;Поликлиника(Железнодорожный вокзал)
166525;1665;392;25;ул.Буянова
166526;1665;393;26;Стадион Динамо
166527;1665;394;27;Театр Кукол
166528;1665;395;28;ул.Молодогвардейская
166529;1665;397;29;Филармония
166530;1665;432;30;ул.Некрасовская
166531;1665;391;31;Площадь Революции
166532;1665;508;32;ул.Степана Разина
166533;1665;366;33;Хлебная площадь
166601;1666;366;1;Хлебная площадь
166602;1666;434;2;Площадь Революции
166603;1666;433;3;ул.Некрасовская
166604;1666;398;4;Филармония
166605;1666;396;5;ул.Молодогвардейская
166606;1666;413;6;Театр Кукол
166607;1666;414;7;Стадион Динамо
166608;1666;415;8;ул.Буянова
166609;1666;40;9;Железнодорожный вокзал
166610;1666;143;10;Железнодорожный вокзал
166611;1666;42;11;ЦУМ Самара-Пригородный автовокзал
166612;1666;43;12;Губернский рынок
166613;1666;504;13;ул.Владимирская-Международный институт рынка
166614;1666;502;14;ул.Клиническая
166615;1666;499;15;Химчистка
166616;1666;46;16;ул.Киевская
166617;1666;47;17;Станция метро Московская
166618;1666;79;18;ул.Революционная
166619;1666;48;19;Аэрокосмический университет
166620;1666;49;20;Автовокзал Центральный
166621;1666;50;21;ул.Потапова
166622;1666;437;22;Телецентр
166623;1666;497;23;Парк Гагарина
166624;1666;496;24;Магазин Мебель
166625;1666;184;25;Кинотеатр Шипка
166626;1666;186;26;10-й микрорайон
166627;1666;188;27;ул.Ново-Вокзальная
166628;1666;494;28;ул.Воронежская
166629;1666;492;29;Поликлиника № 6
166630;1666;490;30;пр.Кирова
166631;1666;488;31;Кинотеатр Самара
166632;1666;123;32;Универсам
166633;1666;121;33;14-й микрорайон
166634;1666;120;34;14-й микрорайон
236501;2365;182;1;9-й микрорайон
236502;2365;560;2;Соборная мечеть
236503;2365;562;3;ул.Фадеева
236504;2365;52;4;Завод Тарасова
236505;2365;53;5;11-й микрорайон
236506;2365;564;6;Московское шоссе
236507;2365;566;7;ул.Фадеева
236508;2365;568;8;ул.Стара-Загора
236509;2365;190;9;пр.Карла Маркса
236510;2365;192;10;ул.Нагорная
236511;2365;194;11;ул.Ставропольская
236512;2365;569;12;Кинотеатр Юность
236513;2365;571;13;Станция метро Безымянка
236514;2365;573;14;ул.Александра Матросова
236515;2365;575;15;ул.Средне-Садовая
236516;2365;451;16;Станция метро Победа
236517;2365;452;17;ул.Красных Коммунаров
236518;2365;93;18;Заводское шоссе
236519;2365;454;19;Госбанк
236520;2365;455;20;ул.Кабельная
236521;2365;456;21;ОАО Моторостроитель
236522;2365;459;22;Профтехучилище
236523;2365;461;23;Проходная ОАО Моторостроитель
236524;2365;463;24;ул.Береговая
236525;2365;470;25;Завод Экран
236526;2365;466;26;Завод Экран
236601;2366;466;1;Завод Экран
236602;2366;464;2;ул.Береговая
236603;2366;462;3;Проходная ОАО Моторостроитель
236604;2366;460;4;Профтехучилище
236605;2366;458;5;Заводское шоссе
236606;2366;474;6;Клуб Мир
236607;2366;475;7;ул.Кабельная
236608;2366;476;8;Госбанк
236609;2366;104;9;Заводское шоссе
236610;2366;486;10;ул.Красных Коммунаров
236611;2366;477;11;Станция метро Победа
236612;2366;576;12;ул.Средне-Садовая
236613;2366;574;13;ул.Александра Матросова
236614;2366;572;14;Станция метро Безымянка
236615;2366;570;15;Кинотеатр Юность
236616;2366;195;16;ул.Ставропольская
236617;2366;193;17;ул.Нагорная
236618;2366;191;18;пр.Карла Маркса
236619;2366;578;19;ул.Стара-Загора
236620;2366;567;20;ул.Фадеева
236621;2366;565;21;Московское шоссе
236622;2366;26;22;11-й микрорайон
236623;2366;27;23;Завод Тарасова
236624;2366;563;24;ул.Фадеева
236625;2366;561;25;Парк Гагарина
236626;2366;559;26;ул.Стара-Загора
236627;2366;183;27;9-й микрорайон
236628;2366;182;28;9-й микрорайон
256501;2565;183;1;9-й микрорайон
256502;2565;595;2;Поликлиника
256503;2565;440;3;Магазин
256504;2565;442;4;Экономическая академия
256505;2565;483;5;Педуниверситет
256506;2565;481;6;ул.Карбышева
256507;2565;479;7;ул.Ивана Булкина
256508;2565;273;8;Дом Печати
256509;2565;274;9;Автовокзал Центральный
256510;2565;31;10;Аэрокосмический университет
256511;2565;32;11;ул.Революционная
256512;2565;176;12;Клиники Медуниверситета
256513;2565;337;13;ул.Мичурина
256514;2565;338;14;КРЦ Звезда
256515;2565;339;15;ул.Челюскинцев
256516;2565;340;16;Площадь Героев 21-й Армии
256517;2565;341;17;ул.Первомайская
256518;2565;342;18;ул.Полевая
256519;2565;343;19;Площадь Сельского хозяйства
256520;2565;344;20;Самарская площадь
256521;2565;345;21;ул.Ульяновская
256522;2565;346;22;ул.Красноармейская
256523;2565;347;23;ул.Льва Толстого
256524;2565;348;24;ул.Высоцкого
256601;2566;348;1;ул.Высоцкого
256602;2566;349;2;ул.Льва Толстого
256603;2566;350;3;ул.Красноармейская
256604;2566;351;4;ул.Вилоновская
256605;2566;1400;5;ул.Ярмарочная
256606;2566;352;6;Самарская площадь
256607;2566;353;7;Площадь Сельского хозяйства
256608;2566;354;8;пр.Ленина
256609;2566;355;9;ул.Первомайская
256610;2566;356;10;Площадь Героев 21-й Армии
256611;2566;357;11;ул.Челюскинцев
256612;2566;1455;12;КРЦ Звезда
256613;2566;359;13;ул.Мичурина
256614;2566;147;14;Клиники Медуниверситета
256615;2566;79;15;ул.Революционная
256616;2566;48;16;Аэрокосмический университет
256617;2566;226;17;Автовокзал Центральный
256618;2566;227;18;Дом Печати
256619;2566;478;19;ул.Ивана Булкина
256620;2566;480;20;ул.Карбышева
256621;2566;482;21;Педуниверситет
256622;2566;443;22;Экономическая академия
256623;2566;441;23;Магазин
256624;2566;596;24;Поликлиника
256625;2566;597;25;9-й микрорайон
256626;2566;183;26;9-й микрорайон
296501;2965;226;1;Автовокзал Центральный
296502;2965;227;2;Дом Печати
296503;2965;478;3;ул.Ивана Булкина
296504;2965;480;4;ул.Карбышева
296505;2965;482;5;Педуниверситет
296506;2965;444;6;ул.Советской Армии
296507;2965;446;7;Машиностроительный колледж
296508;2965;448;8;ул.Вольская
296509;2965;451;9;Станция метро Победа
296510;2965;452;10;ул.Красных Коммунаров
296511;2965;93;11;Заводское шоссе
296512;2965;638;12;Металлобаза
296513;2965;640;13;Завод Строммашина
296514;2965;642;14;ул.Кабельная
296601;2966;642;1;ул.Кабельная
296602;2966;641;2;Завод Строммашина
296603;2966;639;3;Металлобаза
296604;2966;104;4;Заводское шоссе
296605;2966;486;5;ул.Красных Коммунаров
296606;2966;477;6;Станция метро Победа
296607;2966;449;7;ул.Вольская
296608;2966;447;8;Машиностроительный колледж
296609;2966;445;9;ул.Советской Армии
296610;2966;483;10;Педуниверситет
296611;2966;481;11;ул.Карбышева
296612;2966;479;12;ул.Ивана Булкина
296613;2966;273;13;Дом Печати
296614;2966;274;14;Автовокзал Центральный
296615;2966;226;15;Автовокзал Центральный
366501;3665;730;1;Приволжский микрорайон
366502;3665;732;2;Московское шоссе
366503;3665;120;3;14-й микрорайон
366504;3665;122;4;Универсам
366505;3665;487;5;Кинотеатр Самара
366506;3665;489;6;пр.Кирова
366507;3665;152;7;ул.Стара-Загора
366508;3665;154;8;Шоколадная фабрика
366509;3665;156;9;Кинотеатр Огонек
366510;3665;158;10;ул.Черемшанская
366511;3665;160;11;ул.Ставропольская
366512;3665;473;12;Автостанция Вольская
366513;3665;207;13;Площадь им. Кирова
366514;3665;209;14;Станция метро Кировская
366515;3665;97;15;Авиагородок
366516;3665;211;16;ОАО Гидроавтоматика
366517;3665;212;17;Юнгородок
366601;3666;212;1;Юнгородок
366602;3666;558;2;ОАО Гидроавтоматика
366603;3666;100;3;Авиагородок
366604;3666;210;4;Станция метро Кировская
366605;3666;214;5;Площадь им.Кирова
366606;3666;752;6;Площадь им.Кирова
366607;3666;518;7;Автостанция Вольская
366608;3666;161;8;ул.Ставропольская
366609;3666;159;9;ул.Черемшанская
366610;3666;157;10;Кинотеатр Огонек
366611;3666;155;11;Шоколадная фабрика
366612;3666;153;12;ул.Стара-Загора
366613;3666;490;13;пр.Кирова
366614;3666;488;14;Кинотеатр Самара
366615;3666;123;15;Универсам
366616;3666;121;16;14-й микрорайон
366617;3666;692;17;Московское шоссе
366618;3666;691;18;Приволжский микрорайон
366619;3666;730;19;Приволжский микрорайон
376501;3765;720;1;Завод Металлург
376502;3765;173;2;Дом Одежды
376503;3765;171;3;Площадь им.П.П.Мочалова
376504;3765;169;4;ул.Пугачевская
376505;3765;167;5;ул.Советская
376506;3765;165;6;ул.Севастопольская
376507;3765;473;7;Автостанция Вольская
376508;3765;213;8;Площадь им. Кирова
376509;3765;206;9;ул.Воронежская
376510;3765;657;10;Дом Дружбы Народов
376511;3765;571;11;Станция метро Безымянка
376512;3765;573;12;ул.Александра Матросова
376513;3765;575;13;ул.Средне-Садовая
376514;3765;758;14;Станция метро Победа
376515;3765;759;15;ул.Гагарина
376516;3765;761;16;Станция метро Советская
376517;3765;763;17;ул.Советской Армии
376518;3765;765;18;ул.Карбышева
376519;3765;767;19;Станция метро Спортивная
376520;3765;769;20;ул.Авроры
376521;3765;771;21;ул.Революционная
376522;3765;416;22;Станция метро Гагаринская
376523;3765;417;23;Клиники Медуниверситета
376524;3765;1370;24;Станция метро Московская
376525;3765;1795;25;ул.Киевская
376526;3765;35;26;Площадь Памяти
376527;3765;421;27;ул.Арцыбушевская
376528;3765;773;28;ул.Ульяновская
376529;3765;775;29;ул.Братьев Коростелевых
376530;3765;1218;30;музей им.П.В.Алабина
376531;3765;1879;31;ул.Галактионовская
376532;3765;779;32;ул.Фрунзе
376533;3765;781;33;Филармония
376534;3765;783;34;ул.Ленинградская
376535;3765;785;35;Площадь Революции
376536;3765;786;36;Площадь Революции
376601;3766;786;1;Площадь Революции
376602;3766;784;2;ул.Ленинградская
376603;3766;782;3;Филармония
376604;3766;780;4;ул.Красноармейская
376605;3766;777;5;ул.Галактионовская
376606;3766;1219;6;музей им.П.В.Алабина
376607;3766;778;7;Ильинская площадь
376608;3766;774;8;ул.Ульяновская
376609;3766;772;9;ул.Полевая
376610;3766;1313;10;Сквер Мичурина
376611;3766;45;11;Площадь Памяти
376612;3766;46;12;ул.Киевская
376613;3766;420;13;ул.Тухачевского
376614;3766;418;14;Клиники Медуниверситета
376615;3766;436;15;Станция метро Гагаринская
376616;3766;737;16;ул.Революционная
376617;3766;770;17;ул.Авроры
376618;3766;768;18;Станция метро Спортивная
376619;3766;766;19;ул.Карбышева
376620;3766;764;20;ул.Советской Армии
376621;3766;762;21;Станция метро Советская
376622;3766;760;22;ул.Победы
376623;3766;654;23;Станция метро Победа
376624;3766;576;24;ул.Средне-Садовая
376625;3766;574;25;ул.Александра Матросова
376626;3766;655;26;Станция метро Безымянка
376627;3766;656;27;Дом Дружбы Народов
376628;3766;752;28;Площадь им.Кирова
376629;3766;216;29;Автостанция Вольская
376630;3766;164;30;ул.Севастопольская
376631;3766;166;31;ул.Советская
376632;3766;168;32;ул.Пугачевская
376633;3766;170;33;Площадь им.П.П.Мочалова
376634;3766;172;34;Дом Одежды
376635;3766;721;35;Завод Металлург
376636;3766;720;36;Завод Металлург
406501;4065;474;1;Клуб Мир
406502;4065;878;2;ул.Кабельная
406503;4065;880;3;Красное озеро
406504;4065;837;4;СЗКС
406505;4065;1376;5;СЗКС
406601;4066;1376;1;СЗКС
406602;4066;881;2;Красное озеро
406603;4066;879;3;Заводское шоссе
406604;4066;456;4;ОАО Моторостроитель
406605;4066;474;5;Клуб Мир
436501;4365;132;1;ТЦ Колизей
436502;4365;135;2;15-й микрорайон
436503;4365;862;3;Магазин Ровесник
436504;4365;863;4;пр. Карла Маркса
436505;4365;864;5;ТЭЦ
436506;4365;866;6;Столовая
436507;4365;868;7;Ракитовский рынок
436508;4365;870;8;СУМР-1
436509;4365;872;9;ул.Чекистов
436510;4365;744;10;Кинотеатр Луч
436511;4365;742;11;Завод ЖБИ № 1
436512;4365;1996;12;Детский образовательный центр
436513;4365;740;13;Школьная
436514;4365;669;14;Развилка
436515;4365;671;15;ул.Офицерская
436516;4365;673;16;ул.Краснопресненская
436517;4365;675;17;ул.Транзитная
436518;4365;677;18;ул.Орловская
436519;4365;679;19;ул.Грибоедова
436520;4365;681;20;Пост ГИБДД
436521;4365;873;21;Трест № 90
436522;4365;874;22;ул.Софьи Перовской
436523;4365;875;23;Школа № 98
436524;4365;751;24;Дом Культуры
436525;4365;749;25;ул.Офицерская
436526;4365;876;26;ул.Мелекесская
436527;4365;877;27;ул.Магистральная
436528;4365;871;28;СУМР-1
436529;4365;869;29;Ракитовский рынок
436530;4365;867;30;Столовая
436531;4365;865;31;ТЭЦ
436532;4365;131;32;15-й А микрорайон
436533;4365;129;33;пр.Карла Маркса
436534;4365;127;34;Рынок - 15-й микрорайон
436535;4365;738;35;ул.Ташкентская
436536;4365;132;36;ТЦ Колизей
446501;4465;132;1;ТЦ Колизей
446502;4465;135;2;15-й микрорайон
446503;4465;862;3;Магазин Ровесник
446504;4465;863;4;пр. Карла Маркса
446505;4465;864;5;ТЭЦ
446506;4465;866;6;Столовая
446507;4465;868;7;Ракитовский рынок
446508;4465;870;8;СУМР-1
446509;4465;746;9;ул.Александра Невского
446510;4465;747;10;ул.Мелекесская
446511;4465;748;11;ул.Офицерская
446512;4465;750;12;Дом Культуры
446513;4465;753;13;Школа № 98
446514;4465;882;14;ул. Софьи Перовской
446515;4465;883;15;Трест № 90
446516;4465;682;16;Пост ГИБДД
446517;4465;680;17;ул.Грибоедова
446518;4465;678;18;ул.Орловская
446519;4465;676;19;ул.Транзитная
446520;4465;674;20;ул.Краснопресненская
446521;4465;672;21;ул.Офицерская
446522;4465;670;22;Развилка
446523;4465;739;23;Школьная
446524;4465;1997;24;Детский образовательный центр
446525;4465;741;25;Завод ЖБИ № 1
446526;4465;743;26;Кинотеатр Луч
446527;4465;745;27;ул.Чекистов
446528;4465;871;28;СУМР-1
446529;4465;869;29;Ракитовский рынок
446530;4465;867;30;Столовая
446531;4465;865;31;ТЭЦ
446532;4465;131;32;15-й А микрорайон
446533;4465;129;33;пр.Карла Маркса
446534;4465;127;34;Рынок - 15-й микрорайон
446535;4465;738;35;ул.Ташкентская
446536;4465;132;36;ТЦ Колизей
516501;5165;721;1;Завод Металлург
516502;5165;719;2;Стадион Металлург
516503;5165;923;3;66-й квартал
516504;5165;925;4;ул.Советская
516505;5165;928;5;ул.Волочаевская
516506;5165;160;6;ул.Ставропольская
516507;5165;215;7;Автостанция Вольская
516508;5165;217;8;ул.Воронежская
516509;5165;201;9;ул.Ново-Вокзальная
516510;5165;199;10;ул.Александра Матросова
516511;5165;448;11;ул.Вольская
516512;5165;451;12;Станция метро Победа
516513;5165;452;13;ул.Красных Коммунаров
516514;5165;93;14;Заводское шоссе
516515;5165;934;15;Сталелитейный завод
516516;5165;936;16;Мясокомбинат
516517;5165;938;17;Дрожжевой завод
516518;5165;940;18;пос.Мясокомбинат
516519;5165;942;19;ул.Призаводская
516520;5165;944;20;Институт Индустройпроект
516601;5166;944;1;Институт Индустройпроект
516602;5166;943;2;ул.Призаводская
516603;5166;941;3;пос.Мясокомбинат
516604;5166;939;4;Дрожжевой завод
516605;5166;937;5;Мясокомбинат
516606;5166;935;6;Сталелитейный завод
516607;5166;104;7;Заводское шоссе
516608;5166;486;8;ул.Красных Коммунаров
516609;5166;477;9;Станция метро Победа
516610;5166;471;10;ул.XXII Партсъезда
516611;5166;198;11;ул.Александра Матросова
516612;5166;200;12;ул.Ново-Вокзальная
516613;5166;472;13;ул.Калинина
516614;5166;218;14;ул.Воронежская
516615;5166;518;15;Автостанция Вольская
516616;5166;161;16;ул.Ставропольская
516617;5166;929;17;ул.Волочаевская
516618;5166;927;18;ул.Советская
516619;5166;924;19;66-й квартал
516620;5166;718;20;Стадион Металлург
516621;5166;720;21;Завод Металлург
516622;5166;721;22;Завод Металлург
556501;5565;174;1;Завод Металлург
556502;5565;173;2;Дом Одежды
556503;5565;171;3;Площадь им.П.П.Мочалова
556504;5565;169;4;ул.Пугачевская
556505;5565;167;5;ул.Советская
556506;5565;165;6;ул.Севастопольская
556507;5565;215;7;Автостанция Вольская
556508;5565;217;8;ул.Воронежская
556509;5565;202;9;Безымянский рынок
556510;5565;657;10;Дом Дружбы Народов
556511;5565;571;11;Станция метро Безымянка
556512;5565;573;12;ул.Александра Матросова
556513;5565;575;13;ул.Средне-Садовая
556514;5565;758;14;Станция метро Победа
556515;5565;970;15;Троллейбусное депо № 2
556601;5566;970;1;Троллейбусное депо № 2
556602;5566;654;2;Станция метро Победа
556603;5566;576;3;ул.Средне-Садовая
556604;5566;574;4;ул.Александра Матросова
556605;5566;655;5;Станция метро Безымянка
556606;5566;225;6;сквер Калинина
556607;5566;203;7;Безымянский рынок
556608;5566;472;8;ул.Калинина
556609;5566;218;9;ул.Воронежская
556610;5566;216;10;Автостанция Вольская
556611;5566;164;11;ул.Севастопольская
556612;5566;166;12;ул.Советская
556613;5566;168;13;ул.Пугачевская
556614;5566;170;14;Площадь им.П.П.Мочалова
556615;5566;172;15;Дом Одежды
556616;5566;174;16;Завод Металлург
566501;5665;616;1;Хлебная площадь
566502;5665;240;2;Кряж
566503;5665;592;3;ул.Бакинская
566504;5665;594;4;ул.Егорова
566505;5665;976;5;Воскресенка
566506;5665;975;6;СДМ Новая деревня
566601;5666;975;1;СДМ Новая деревня
566602;5666;977;2;Воскресенка
566603;5666;252;3;ул.Егорова
566604;5666;979;4;ул.Бакинская
566605;5666;978;5;Кряж
566606;5666;617;6;Хлебная площадь
566607;5666;616;7;Хлебная площадь
746501;7465;1070;1;ул.Физкультурная
746502;7465;1065;2;КПП Смышляевка
746503;7465;1053;3;Падовка
746504;7465;1055;4;Спутник
746505;7465;1057;5;25-й километр
746506;7465;1059;6;1-я дачная
746507;7465;1061;7;2-я дачная
746508;7465;1063;8;3-я дачная (Алексеевские дачи)
746601;7466;1063;1;3-я дачная (Алексеевские дачи)
746602;7466;1062;2;2-я дачная
746603;7466;1060;3;1-я дачная
746604;7466;1058;4;25-й километр
746605;7466;1056;5;Спутник
746606;7466;1054;6;Падовка
746607;7466;1066;7;КПП Смышляевка
746608;7466;1070;8;ул.Физкультурная
936501;9365;249;1;ул.Грозненская
936502;9365;250;2;ул.Фасадная
936503;9365;251;3;ул.40 лет Пионерии
936504;9365;275;4;Автошкола
936505;9365;252;5;ул.Егорова
936506;9365;276;6;ул.Калининградская
936507;9365;319;7;ул.Нефтяников
936508;9365;253;8;Молодежный пер.
936509;9365;254;9;ул.Медицинская
936510;9365;255;10;ул.Бакинская
936511;9365;256;11;Гастроном
936512;9365;257;12;Заготзерно
936513;9365;258;13;ул.Войкова
936514;9365;259;14;Ильинская церковь
936515;9365;978;15;Кряж
936516;9365;635;16;ул.1-я Кряжская
936517;9365;633;17;ул.4-я Кряжская
936518;9365;631;18;Казачий переезд
936519;9365;629;19;Совхоз Волгарь
936520;9365;627;20;Ростовский пер.
936521;9365;625;21;ул.Дарвина
936522;9365;623;22;Хлебозавод № 3
936523;9365;621;23;ул.Тракторная
936524;9365;637;24;ул.Князя Григория Засекина
936525;9365;1120;25;Хлебная площадь
936526;9365;367;26;Площадь Революции
936527;9365;368;27;ул.Молодогвардейская
936528;9365;369;28;Троицкий рынок
936529;9365;1116;29;ул.Братьев Коростелевых
936530;9365;1114;30;Стадион Динамо
936531;9365;415;31;ул.Буянова
936532;9365;40;32;Железнодорожный вокзал
936533;9365;42;33;ЦУМ Самара-Пригородный автовокзал
936534;9365;38;34;ЦУМ Самара-Пригородный автовокзал
936601;9366;38;1;ЦУМ Самара-Пригородный автовокзал
936602;9366;39;2;Поликлиника(Железнодорожный вокзал)
936603;9366;392;3;ул.Буянова
936604;9366;1113;4;Стадион Динамо
936605;9366;1115;5;ул.Ленинградская
936606;9366;389;6;Троицкий рынок
936607;9366;390;7;ул.Молодогвардейская
936608;9366;391;8;Площадь Революции
936609;9366;1117;9;Клуб Дзержинского
936610;9366;1119;10;Площадь Дзержинского
936611;9366;1121;11;ул.Водников
936612;9366;618;12;ул.Кутякова
936613;9366;620;13;ул.Тракторная
936614;9366;622;14;Хлебозавод № 3
936615;9366;624;15;ул.Дарвина
936616;9366;626;16;Ростовский пер.
936617;9366;628;17;Совхоз Волгарь
936618;9366;630;18;Казачий переезд
936619;9366;632;19;ул.4-я Кряжская
936620;9366;634;20;ул.1-я Кряжская
936621;9366;240;21;Кряж
936622;9366;241;22;Ильинская церковь
936623;9366;242;23;ул.Войкова
936624;9366;243;24;Заготзерно
936625;9366;244;25;Гастроном
936626;9366;245;26;ул.Бакинская
936627;9366;246;27;ул.Зеленая
936628;9366;247;28;Торговый пер.
936629;9366;248;29;ул.Калининградская
936630;9366;249;30;ул.Грозненская
946501;9465;249;1;ул.Грозненская
946502;9465;250;2;ул.Фасадная
946503;9465;251;3;ул.40 лет Пионерии
946504;9465;275;4;Автошкола
946505;9465;252;5;ул.Егорова
946506;9465;276;6;ул.Калининградская
946507;9465;319;7;ул.Нефтяников
946508;9465;253;8;Молодежный пер.
946509;9465;254;9;ул.Медицинская
946510;9465;255;10;ул.Бакинская
946511;9465;256;11;Гастроном
946512;9465;257;12;Заготзерно
946513;9465;258;13;ул.Войкова
946514;9465;259;14;Ильинская церковь
946515;9465;978;15;Кряж
946516;9465;635;16;ул.1-я Кряжская
946517;9465;633;17;ул.4-я Кряжская
946518;9465;631;18;Казачий переезд
946519;9465;629;19;Совхоз Волгарь
946520;9465;627;20;Ростовский пер.
946521;9465;625;21;ул.Дарвина
946522;9465;623;22;Хлебозавод № 3
946523;9465;621;23;ул.Тракторная
946524;9465;637;24;ул.Князя Григория Засекина
946525;9465;1120;25;Хлебная площадь
946526;9465;367;26;Площадь Революции
946527;9465;391;27;Площадь Революции
946601;9466;391;1;Площадь Революции
946602;9466;1117;2;Клуб Дзержинского
946603;9466;1119;3;Площадь Дзержинского
946604;9466;1121;4;ул.Водников
946605;9466;618;5;ул.Кутякова
946606;9466;620;6;ул.Тракторная
946607;9466;622;7;Хлебозавод № 3
946608;9466;624;8;ул.Дарвина
946609;9466;626;9;Ростовский пер.
946610;9466;628;10;Совхоз Волгарь
946611;9466;630;11;Казачий переезд
946612;9466;632;12;ул.4-я Кряжская
946613;9466;634;13;ул.1-я Кряжская
946614;9466;240;14;Кряж
946615;9466;241;15;Ильинская церковь
946616;9466;242;16;ул.Войкова
946617;9466;243;17;Заготзерно
946618;9466;244;18;Гастроном
946619;9466;245;19;ул.Бакинская
946620;9466;246;20;ул.Зеленая
946621;9466;247;21;Торговый пер.
946622;9466;248;22;ул.Калининградская
946623;9466;249;23;ул.Грозненская
966501;9665;615;1;Автостанция Аврора
966502;9665;232;2;Автостанция Аврора
966503;9665;1136;3;СДМ Журавли (Баки)
966504;9665;1138;4;СДМ Журавли (Хоз.двор)
966601;9666;1138;1;СДМ Журавли (Хоз.двор)
966602;9666;1137;2;СДМ Журавли (Баки)
966603;9666;615;3;Автостанция Аврора
1066501;10665;863;1;пр. Карла Маркса
1066502;10665;138;2;ТЭЦ
1066503;10665;137;3;Дачи
1066504;10665;134;4;15-й микрорайон
1066505;10665;133;5;ТЦ Колизей
1066506;10665;487;6;Кинотеатр Самара
1066507;10665;489;7;пр.Кирова
1066508;10665;152;8;ул.Стара-Загора
1066509;10665;154;9;Шоколадная фабрика
