rc_id;rl_id;ss_id;rc_orderby;ss_name
4766914;47669;38;14;ЦУМ Самара-Пригородный автовокзал
4766915;47669;180;15;Поликлиника
4766916;47669;143;16;Железнодорожный вокзал
4786501;47865;1599;1;г. Новокуйбышевск, Пригородная автостанция
4786502;47865;1600;2;41-й квартал
4786503;47865;1601;3;ул. Гагарина
4786504;47865;1602;4;ул. Островского
4786505;47865;1595;5;Военкомат
4786506;47865;1593;6;"Магазин """"Сателлит"""""
4786507;47865;1589;7;"ул. Строителей (Кафе """"Южанка"""")"
4786508;47865;1587;8;Автостоянка
4786509;47865;1585;9;Нефтеперекачка
4786510;47865;1583;10;6-я дачная
4786511;47865;1581;11;с. Воскресенка
4786512;47865;1579;12;Развилка
4786513;47865;1577;13;2-я дачная
4786514;47865;1575;14;Кряжское АТХ
4786515;47865;1573;15;1-дачная
4786516;47865;1127;16;Стромилово
4786517;47865;1124;17;Расширение
4786518;47865;1122;18;ул.Грозненская
4786519;47865;252;19;ул.Егорова
4786520;47865;973;20;ул.Нефтяников
4786521;47865;979;21;ул.Бакинская
4786522;47865;256;22;Гастроном
4786523;47865;257;23;Заготзерно
4786524;47865;258;24;ул.Войкова
4786525;47865;259;25;Ильинская церковь
4786526;47865;978;26;Кряж
4786527;47865;261;27;ул.Уральская
4786528;47865;262;28;ул.Омская
4786529;47865;263;29;Совхоз Кряж
4786530;47865;264;30;Сельхозярмарка
4786531;47865;1485;31;ТК Амбар
4786532;47865;1484;32;Пост ГИБДД
4786533;47865;266;33;Ясский пер.
4786534;47865;267;34;ул.Балаковская
4786535;47865;292;35;ул.Партизанская
4786536;47865;268;36;Автостанция Аврора
4786537;47865;269;37;ул.Мориса Тореза
4786538;47865;270;38;ул.Гагарина
4786539;47865;271;39;ул.Дыбенко
4786540;47865;272;40;ул.Антонова-Овсеенко
4786541;47865;273;41;Дом Печати
4786542;47865;274;42;Автовокзал Центральный
4786543;47865;49;43;Автовокзал Центральный
4786544;47865;50;44;ул.Потапова
4786545;47865;51;45;Телецентр
4786546;47865;52;46;Завод Тарасова
4786547;47865;53;47;11-й микрорайон
4786548;47865;54;48;ул.Ново-Вокзальная
4786549;47865;55;49;7-й микрорайон
4786550;47865;1802;50;пр.Кирова/Площадь авиаконструктора Ильюшина
4786551;47865;1804;51;ул.Бубнова
4786552;47865;1806;52;ул.Георгия Димитрова
4786553;47865;1810;53;ул.Ташкентская
4786554;47865;1811;54;Больница им. Середавина
4786555;47865;1813;55;16 км(ул.Дальняя)
4786556;47865;1815;56;ул.Алма-Атинская
4786557;47865;1818;57;18 км
4786558;47865;1820;58;"ТРК """"Московский"""""
4786601;47866;1820;1;"ТРК """"Московский"""""
4786602;47866;1819;2;"ТРК """"Московский"""""
4786603;47866;1817;3;18 км
4786604;47866;1816;4;Волжское шоссе
4786605;47866;1814;5;ул.Алма-Атинская
4786606;47866;1812;6;16 км(ул.Дальняя)
4786607;47866;1809;7;ул.Ташкентская
4786608;47866;1807;8;ул.Зои Космодемьянской
4786609;47866;1805;9;ул.Георгия Димитрова
4786610;47866;1803;10;ул.Бубнова
4786611;47866;1801;11;пр.Кирова/Площадь авиаконструктора Ильюшина
4786612;47866;24;12;7-й микрорайон
4786613;47866;25;13;ул.Ново-Вокзальная
4786614;47866;26;14;11-й микрорайон
4786615;47866;27;15;Завод Тарасова
4786616;47866;28;16;Телецентр
4786617;47866;29;17;ул.Потапова
4786618;47866;30;18;Автовокзал Центральный
4786619;47866;226;19;Автовокзал Центральный
4786620;47866;227;20;Дом Печати
4786621;47866;228;21;ул.Антонова-Овсеенко
4786622;47866;229;22;ул.Дыбенко
4786623;47866;230;23;ул.Гагарина
4786624;47866;231;24;ул.Мориса Тореза
4786625;47866;232;25;Автостанция Аврора
4786626;47866;291;26;ул.Партизанская
4786627;47866;233;27;ул.Балаковская
4786628;47866;234;28;Ясский пер.
4786629;47866;1486;29;ТК Амбар
4786630;47866;236;30;Сельхозярмарка
4786631;47866;237;31;Совхоз Кряж
4786632;47866;238;32;ул.Омская
4786633;47866;239;33;ул.Уральская
4786634;47866;240;34;Кряж
4786635;47866;241;35;Ильинская церковь
4786636;47866;242;36;ул.Войкова
4786637;47866;243;37;Заготзерно
4786638;47866;244;38;Гастроном
4786639;47866;592;39;ул.Бакинская
4786640;47866;593;40;ул.Нефтяников
4786641;47866;594;41;ул.Егорова
4786642;47866;293;42;ул.Грозненская
4786643;47866;1123;43;Расширение
4786644;47866;1126;44;Стромилово
4786645;47866;1572;45;1- дачная
4786646;47866;1574;46;Кряжское АТХ
4786647;47866;1576;47;2-я дачная
4786648;47866;1578;48;Развилка
4786649;47866;1580;49;с. Воскресенка
4786650;47866;1582;50;6-я дачная
4786651;47866;1584;51;Нефтеперекачка
4786652;47866;1586;52;Автостоянка
4786653;47866;1588;53;"ул. Строителей (Кафе """"Южанка"""")"
4786654;47866;1592;54;"Магазин """"Сателлит"""""
4786655;47866;1594;55;Военкомат
4786656;47866;1596;56;Музыкальная школа № 1
4786657;47866;1597;57;ул. Чернышевского (ДЮЦ)
4786658;47866;1598;58;41-й квартал
4786659;47866;1599;59;г. Новокуйбышевск, Пригородная автостанция
4796501;47965;143;1;Железнодорожный вокзал
4796502;47965;42;2;ЦУМ Самара-Пригородный автовокзал
4796503;47965;43;3;Губернский рынок
4796504;47965;36;4;Сквер Мичурина
4796505;47965;45;5;Площадь Памяти
4796506;47965;46;6;ул.Киевская
4796507;47965;47;7;Станция метро Московская
4796508;47965;79;8;ул.Революционная
4796509;47965;48;9;Аэрокосмический университет
4796510;47965;49;10;Автовокзал Центральный
4796511;47965;50;11;ул.Потапова
4796512;47965;51;12;Телецентр
4796513;47965;52;13;Завод Тарасова
4796514;47965;53;14;11-й микрорайон
4796515;47965;54;15;ул.Ново-Вокзальная
4796516;47965;55;16;7-й микрорайон
4796517;47965;1802;17;пр.Кирова/Площадь авиаконструктора Ильюшина
4796518;47965;1804;18;ул.Бубнова
4796519;47965;1806;19;ул.Георгия Димитрова
4796520;47965;1808;20;ул.Зои Космодемьянской
4796521;47965;1810;21;ул.Ташкентская
4796522;47965;1811;22;Больница им. Середавина
4796523;47965;1813;23;16 км(ул.Дальняя)
4796524;47965;1815;24;ул.Алма-Атинская
4796525;47965;1818;25;18 км
4796526;47965;1820;26;"ТРК """"Московский"""""
4796527;47965;1821;27;"Гипермаркет """"Castorama"""""
4796528;47965;1824;28;19 км
4796529;47965;1826;29;ул.Совхозная
4796530;47965;1828;30;п.Мехзавод
4796531;47965;1830;31;1-й квартал
4796532;47965;1791;32;"ЖК """"Новая Самара"""""
4796533;47965;694;33;23 км
4796534;47965;1569;34;5 км
4796535;47965;890;35;Новосемейкино
4796536;47965;1558;36;пос.Новосемейкино,Дачи
4796537;47965;1560;37;пос.Новосемейкино,Радиоцентр
4796538;47965;1562;38;пос.Новосемейкино,ул.Садовая
4796539;47965;1564;39;пос.Новосемейкино,ул.Советская
4796540;47965;1566;40;"пос.Новосемейкино,ТЦ""""Юбилейный"""""
4796541;47965;1568;41;пос.Новосемейкино,11-й квартал
4796601;47966;1568;1;пос.Новосемейкино,11-й квартал
4796602;47966;1567;2;"пос.Новосемейкино,ТЦ""""Юбилейный"""""
4796603;47966;1565;3;пос.Новосемейкино,ул.Советская
4796604;47966;1563;4;пос.Новосемейкино,ул.Садовая
4796605;47966;1561;5;пос.Новосемейкино,Радиоцентр
4796606;47966;1559;6;пос.Новосемейкино,Дачи
4796607;47966;891;7;Новосемейкино
4796608;47966;1570;8;5 км
4796609;47966;695;9;23 км
4796610;47966;1789;10;"Ледовый дворец """"Кристалл"""""
4796611;47966;1790;11;"ЖК """"Новая Самара"""""
4796612;47966;1829;12;1-й квартал
4796613;47966;1827;13;п.Мехзавод
4796614;47966;1831;14;ул.Банная
4796615;47966;1825;15;ул.Совхозная
4796616;47966;1823;16;19 км
4796617;47966;1822;17;"ТЦ """"Metro Cash and Carry"""""
4796618;47966;1819;18;"ТРК """"Московский"""""
4796619;47966;1817;19;18 км
4796620;47966;1816;20;Волжское шоссе
4796621;47966;1814;21;ул.Алма-Атинская
4796622;47966;1812;22;16 км(ул.Дальняя)
4796623;47966;1809;23;ул.Ташкентская
4796624;47966;1807;24;ул.Зои Космодемьянской
4796625;47966;1805;25;ул.Георгия Димитрова
4796626;47966;1803;26;ул.Бубнова
4796627;47966;1801;27;пр.Кирова/Площадь авиаконструктора Ильюшина
4796628;47966;24;28;7-й микрорайон
4796629;47966;25;29;ул.Ново-Вокзальная
4796630;47966;26;30;11-й микрорайон
4796631;47966;27;31;Завод Тарасова
4796632;47966;28;32;Телецентр
4796633;47966;29;33;ул.Потапова
4796634;47966;30;34;Автовокзал Центральный
4796635;47966;31;35;Аэрокосмический университет
4796636;47966;32;36;ул.Революционная
4796637;47966;33;37;Станция метро Московская
4796638;47966;1795;38;ул.Киевская
4796639;47966;35;39;Площадь Памяти
4796640;47966;44;40;Сквер Мичурина
4796641;47966;37;41;Губернский рынок
4796642;47966;38;42;ЦУМ Самара-Пригородный автовокзал
4796643;47966;553;43;Поликлиника (высадка)
4796644;47966;143;44;Железнодорожный вокзал
4806501;48065;1603;1;"Автовокзал """"Центральный"""""
4806502;48065;273;2;Дом Печати
4806503;48065;274;3;Автовокзал Центральный
4806504;48065;49;4;Автовокзал Центральный
4806505;48065;50;5;ул.Потапова
4806506;48065;51;6;Телецентр
4806507;48065;52;7;Завод Тарасова
4806508;48065;53;8;11-й микрорайон
4806509;48065;54;9;ул.Ново-Вокзальная
4806510;48065;55;10;7-й микрорайон
4806511;48065;1802;11;пр.Кирова/Площадь авиаконструктора Ильюшина
4806512;48065;1804;12;ул.Бубнова
4806513;48065;1806;13;ул.Георгия Димитрова
4806514;48065;1808;14;ул.Зои Космодемьянской
4806515;48065;1810;15;ул.Ташкентская
4806516;48065;1811;16;Больница им. Середавина
4806517;48065;1813;17;16 км(ул.Дальняя)
4806518;48065;1815;18;ул.Алма-Атинская
4806519;48065;1818;19;18 км
4806520;48065;1820;20;"ТРК """"Московский"""""
4806521;48065;1821;21;"Гипермаркет """"Castorama"""""
4806522;48065;1824;22;19 км
4806523;48065;1826;23;ул.Совхозная
4806524;48065;1828;24;п.Мехзавод
4806525;48065;1830;25;1-й квартал
4806526;48065;1791;26;"ЖК """"Новая Самара"""""
4806527;48065;694;27;23 км
4806528;48065;1569;28;5 км
4806529;48065;890;29;Новосемейкино
4806530;48065;892;30;КДП Новосемейкино
4806531;48065;1041;31;Белозёрки
4806532;48065;931;32;Чубовский поворот
4806533;48065;1604;33;с.Красный Яр,ДРСУ
4806534;48065;1606;34;с.Красный Яр, Хлебозавод
4806535;48065;1608;35;с.Красный Яр, автостанция
4806601;48066;1608;1;с.Красный Яр, автостанция
4806602;48066;1607;2;с.Красный Яр, Хлебозавод
4806603;48066;1605;3;с.Красный Яр,ДРСУ
4806604;48066;932;4;Чубовский поворот
4806605;48066;1042;5;Белозёрки
4806606;48066;893;6;КДП Новосемейкино
4806607;48066;891;7;Новосемейкино
4806608;48066;1570;8;5 км
4806609;48066;695;9;23 км
4806610;48066;1789;10;"Ледовый дворец """"Кристалл"""""
4806611;48066;1790;11;"ЖК """"Новая Самара"""""
4806612;48066;1829;12;1-й квартал
4806613;48066;1827;13;п.Мехзавод
4806614;48066;1831;14;ул.Банная
4806615;48066;1825;15;ул.Совхозная
4806616;48066;1823;16;19 км
4806617;48066;1822;17;"ТЦ """"Metro Cash and Carry"""""
4806618;48066;1819;18;"ТРК """"Московский"""""
4806619;48066;1817;19;18 км
4806620;48066;1816;20;Волжское шоссе
4806621;48066;1814;21;ул.Алма-Атинская
4806622;48066;1812;22;16 км(ул.Дальняя)
4806623;48066;1809;23;ул.Ташкентская
4806624;48066;1807;24;ул.Зои Космодемьянской
4806625;48066;1805;25;ул.Георгия Димитрова
4806626;48066;1803;26;ул.Бубнова
4806627;48066;1801;27;пр.Кирова/Площадь авиаконструктора Ильюшина
4806628;48066;24;28;7-й микрорайон
4806629;48066;25;29;ул.Ново-Вокзальная
4806630;48066;26;30;11-й микрорайон
4806631;48066;27;31;Завод Тарасова
4806632;48066;28;32;Телецентр
4806633;48066;29;33;ул.Потапова
4806634;48066;30;34;Автовокзал Центральный
4806635;48066;1603;35;"Автовокзал """"Центральный"""""
4816501;48165;1125;1;Барбошина поляна
4816502;48165;688;2;ул.Молодежная
4816503;48165;686;3;Ипподром
4816504;48165;149;4;Московское шоссе
4816505;48165;150;5;13-й микрорайон
4816506;48165;152;6;ул.Стара-Загора
4816507;48165;154;7;Шоколадная фабрика
4816508;48165;156;8;Кинотеатр Огонек
4816509;48165;158;9;ул.Черемшанская
4816510;48165;160;10;ул.Ставропольская
4816511;48165;215;11;Автостанция Вольская
4816512;48165;217;12;ул.Воронежская
4816513;48165;202;13;Безымянский рынок
4816514;48165;657;14;Дом Дружбы Народов
4816515;48165;571;15;Станция метро Безымянка
4816516;48165;573;16;ул.Александра Матросова
4816517;48165;575;17;ул.Средне-Садовая
4816518;48165;758;18;Станция метро Победа
4816519;48165;970;19;Троллейбусное депо № 2
4816601;48166;970;1;Троллейбусное депо № 2
4816602;48166;654;2;Станция метро Победа
4816603;48166;576;3;ул.Средне-Садовая
4816604;48166;574;4;ул.Александра Матросова
4816605;48166;655;5;Станция метро Безымянка
4816606;48166;225;6;сквер Калинина
4816607;48166;203;7;Безымянский рынок
4816608;48166;472;8;ул.Калинина
4816609;48166;218;9;ул.Воронежская
4816610;48166;162;10;Ремесленный пер.
4816611;48166;161;11;ул.Ставропольская
4816612;48166;159;12;ул.Черемшанская
4816613;48166;157;13;Кинотеатр Огонек
4816614;48166;155;14;Шоколадная фабрика
4816615;48166;153;15;ул.Стара-Загора
4816616;48166;151;16;13-й микрорайон
4816617;48166;175;17;Московское шоссе
4816618;48166;685;18;Площадь авиаконструктора Ильюшина
4816619;48166;727;19;ул.Молодежная
4816620;48166;1125;20;Барбошина поляна
4846501;48465;232;1;Автостанция Аврора
4846502;48465;268;2;Автостанция Аврора
4846503;48465;269;3;ул.Мориса Тореза
4846504;48465;270;4;ул.Гагарина
4846505;48465;271;5;ул.Дыбенко
4846506;48465;272;6;ул.Антонова-Овсеенко
4846507;48465;273;7;Дом Печати
4846508;48465;274;8;Автовокзал Центральный
4846509;48465;31;9;Аэрокосмический университет
4846510;48465;32;10;ул.Революционная
4846511;48465;33;11;Станция метро Московская
4846512;48465;509;12;ул.Киевская
4846513;48465;35;13;Площадь Памяти
4846514;48465;421;14;ул.Арцыбушевская
4846515;48465;343;15;Площадь Сельского хозяйства
4846516;48465;344;16;Самарская площадь
4846517;48465;345;17;ул.Ульяновская
4846518;48465;346;18;ул.Красноармейская
4846519;48465;395;19;ул.Молодогвардейская
4846520;48465;397;20;Филармония
4846521;48465;432;21;ул.Некрасовская
4846522;48465;434;22;Площадь Революции
4846601;48466;434;1;Площадь Революции
4846602;48466;433;2;ул.Некрасовская
4846603;48466;398;3;Филармония
4846604;48466;396;4;ул.Молодогвардейская
4846605;48466;350;5;ул.Красноармейская
4846606;48466;351;6;ул.Вилоновская
4846607;48466;1400;7;ул.Ярмарочная
4846608;48466;352;8;Самарская площадь
4846609;48466;423;9;Площадь Сельского хозяйства
4846610;48466;435;10;ул.Арцыбушевская
4846611;48466;1313;11;Сквер Мичурина
4846612;48466;45;12;Площадь Памяти
4846613;48466;46;13;ул.Киевская
4846614;48466;47;14;Станция метро Московская
4846615;48466;79;15;ул.Революционная
4846616;48466;48;16;Аэрокосмический университет
4846617;48466;226;17;Автовокзал Центральный
4846618;48466;227;18;Дом Печати
4846619;48466;228;19;ул.Антонова-Овсеенко
4846620;48466;229;20;ул.Дыбенко
4846621;48466;230;21;ул.Гагарина
4846622;48466;231;22;ул.Мориса Тореза
4846623;48466;232;23;Автостанция Аврора
4856501;48565;466;1;Завод Экран
4856502;48565;464;2;ул.Береговая
4856503;48565;462;3;Проходная ОАО Моторостроитель
4856504;48565;460;4;Профтехучилище
4856505;48565;458;5;Заводское шоссе
4856506;48565;474;6;Клуб Мир
4856507;48565;475;7;ул.Кабельная
4856508;48565;476;8;Госбанк
4856509;48565;104;9;Заводское шоссе
4856510;48565;140;10;ул.Красных Коммунаров
4856511;48565;653;11;ул.Гагарина
4856512;48565;651;12;Проезд 9-го Мая
4856513;48565;1150;13;ул.Аэродромная
4856514;48565;1152;14;Парк Победы
4856515;48565;1154;15;ул.Энтузиастов
4856516;48565;554;16;Автостанция Аврора
4856517;48565;330;17;ул.Волгина
4856518;48565;331;18;Дом Молодежи
4856519;48565;1236;19;ул.Дзержинского
4856520;48565;1238;20;Мебельный комбинат
4856521;48565;1240;21;Техникум легкой промышленности
4856522;48565;1242;22;ул.Тухачевского
4856523;48565;1317;23;ул.Клиническая
4856524;48565;1372;24;ТТЦ Аквариум
4856525;48565;421;25;ул.Арцыбушевская
4856526;48565;343;26;Площадь Сельского хозяйства
4856527;48565;344;27;Самарская площадь
4856528;48565;345;28;ул.Ульяновская
4856529;48565;346;29;ул.Красноармейская
4856530;48565;779;30;ул.Фрунзе
4856531;48565;781;31;Филармония
4856532;48565;783;32;ул.Ленинградская
4856533;48565;1346;33;ул.Венцека
4856534;48565;1361;34;ул.Пионерская
4856535;48565;1362;35;Хлебная площадь
4856536;48565;617;36;Хлебная площадь
4856601;48566;617;1;Хлебная площадь
4856602;48566;1360;2;ул.Пионерская
4856603;48566;1232;3;ул.Венцека
4856604;48566;784;4;ул.Ленинградская
4856605;48566;782;5;Филармония
4856606;48566;780;6;ул.Красноармейская
4856607;48566;777;7;ул.Галактионовская
4856608;48566;351;8;ул.Вилоновская
4856609;48566;1400;9;ул.Ярмарочная
4856610;48566;352;10;Самарская площадь
4856611;48566;423;11;Площадь Сельского хозяйства
4856612;48566;435;12;ул.Арцыбушевская
4856613;48566;1313;13;Сквер Мичурина
4856614;48566;1373;14;ТТЦ Аквариум
4856615;48566;1316;15;ул.Чернореченская
4856616;48566;1243;16;ул.Тухачевского
4856617;48566;1241;17;Техникум легкой промышленности
4856618;48566;1239;18;Мебельный комбинат
4856619;48566;1237;19;ул.Дзержинского
4856620;48566;1235;20;Дом Молодежи
4856621;48566;365;21;ул.Волгина
4856622;48566;555;22;Автостанция Аврора
4856623;48566;1155;23;ул.Энтузиастов
4856624;48566;1153;24;Парк Победы
4856625;48566;1151;25;ул.Промышленности
4856626;48566;650;26;Проезд 9-го Мая
4856627;48566;652;27;ул.Гагарина
4856628;48566;1371;28;ул.XXII Партсъезда
4856629;48566;93;29;Заводское шоссе
4856630;48566;454;30;Госбанк
4856631;48566;455;31;ул.Кабельная
4856632;48566;456;32;ОАО Моторостроитель
4856633;48566;457;33;Заводское шоссе
4856634;48566;459;34;Профтехучилище
4856635;48566;461;35;Проходная ОАО Моторостроитель
4856636;48566;463;36;ул.Береговая
4856637;48566;470;37;Завод Экран
4856638;48566;466;38;Завод Экран
4896501;48965;615;1;Автостанция Аврора
4896502;48965;887;2;Автостанция Аврора
4896503;48965;233;3;ул.Балаковская
4896504;48965;236;4;Сельхозярмарка
4896505;48965;604;5;Поворот на Рубежное
4896506;48965;888;6;СНТ Василек
4896507;48965;968;7;с.Николаевка
4896508;48965;987;8;51-й километр
4896509;48965;989;9;53-й километр
4896510;48965;990;10;54-й километр
4896511;48965;991;11;Берёзовский массив
4896512;48965;992;12;СНТ Берёзовский
4896601;48966;992;1;СНТ Берёзовский
4896602;48966;996;2;Берёзовский массив
4896603;48966;995;3;54-й километр
4896604;48966;994;4;53-й километр
4896605;48966;993;5;51-й километр
4896606;48966;969;6;с.Николаевка
4896607;48966;888;7;СНТ Василек
4896608;48966;605;8;Поворот на Рубежное
4896609;48966;264;9;Сельхозярмарка
4896610;48966;267;10;ул.Балаковская
4896611;48966;615;11;Автостанция Аврора
4916501;49165;38;1;ЦУМ Самара-Пригородный автовокзал
4916502;49165;592;2;ул.Бакинская
4916503;49165;1136;3;СДМ Журавли (Баки)
4916504;49165;1138;4;СДМ Журавли (Хоз.двор)
4916601;49166;1138;1;СДМ Журавли (Хоз.двор)
4916602;49166;1137;2;СДМ Журавли (Баки)
4916603;49166;979;3;ул.Бакинская
4916604;49166;42;4;ЦУМ Самара-Пригородный автовокзал
4916605;49166;38;5;ЦУМ Самара-Пригородный автовокзал
5096501;50965;1394;1;Автостанция Аврора
5096502;50965;600;2;Кладбище Песчаная Глинка
5096503;50965;606;3;Кладбище Рубежное
5096601;50966;606;1;Кладбище Рубежное
5096602;50966;601;2;Кладбище Песчаная Глинка
5096603;50966;1394;3;Автостанция Аврора
5106501;51065;887;1;Автостанция Аврора
5106502;51065;1475;2;Кладбище Южное
5106601;51066;1475;1;Кладбище Южное
5106602;51066;887;2;Автостанция Аврора
5116501;51165;606;1;Кладбище Рубежное
5116502;51165;601;2;Кладбище Песчаная Глинка
5116503;51165;1475;3;Кладбище Южное
5116601;51166;1475;1;Кладбище Южное
5116602;51166;600;2;Кладбище Песчаная Глинка
5116603;51166;606;3;Кладбище Рубежное
5156501;51565;615;1;Автостанция Аврора
5156502;51565;232;2;Автостанция Аврора
5156503;51565;236;3;Сельхозярмарка
5156504;51565;1003;4;Яицкий
5156505;51565;1131;5;Преображенка
5156506;51565;1133;6;Верхняя Подстёпновка
5156507;51565;1130;7;Стромиловское кладбище/дачи (11-й километр)
5156508;51565;1129;8;Стромиловские дачи
5156601;51566;1129;1;Стромиловские дачи
5156602;51566;1128;2;Стромиловское кладбище/дачи (11-й километр)
5156603;51566;1134;3;Верхняя Подстёпновка
5156604;51566;1132;4;Преображенка
5156605;51566;1004;5;Яицкий
5156606;51566;264;6;Сельхозярмарка
5156607;51566;615;7;Автостанция Аврора
5166501;51665;615;1;Автостанция Аврора
5166502;51665;887;2;Автостанция Аврора
5166503;51665;236;3;Сельхозярмарка
5166504;51665;1003;4;Яицкий
5166505;51665;1005;5;Аглос
5166506;51665;998;6;Берёзки(Аглосские дачи)
5166601;51666;998;1;Берёзки(Аглосские дачи)
5166602;51666;999;2;СДМ АГЛОС
5166603;51666;1000;3;Берёзки
5166604;51666;1001;4;Аглосские дачи 1
5166605;51666;1002;5;Аглосские дачи 2
5166606;51666;1006;6;Аглос
5166607;51666;1004;7;Яицкий
5166608;51666;264;8;Сельхозярмарка
5166609;51666;615;9;Автостанция Аврора
5346501;53465;616;1;Хлебная площадь
5346502;53465;592;2;ул.Бакинская
5346503;53465;1475;3;Кладбище Южное
5346601;53466;1475;1;Кладбище Южное
5346602;53466;979;2;ул.Бакинская
5346603;53466;616;3;Хлебная площадь
5376501;53765;516;1;НФС
5376502;53765;515;2;Магазин
5376503;53765;513;3;Пионерлагерь Ракета
5376504;53765;511;4;Дачное управление
5376505;53765;507;5;Комплекс профилакториев
5376506;53765;505;6;ул.Ново-Садовая
5376507;53765;485;7;Телецентр
5376508;53765;438;8;Торговый городок
5376509;53765;440;9;Магазин
5376510;53765;442;10;Экономическая академия
5376511;53765;483;11;Педуниверситет
5376512;53765;481;12;ул.Карбышева
5376513;53765;479;13;ул.Ивана Булкина
5376514;53765;228;14;ул.Антонова-Овсеенко
5376515;53765;229;15;ул.Дыбенко
5376516;53765;769;16;ул.Авроры
5376517;53765;362;17;ул.Гагарина
5376518;53765;363;18;ул.Мориса Тореза
5376519;53765;364;19;Дом Молодежи
5376601;53766;364;1;Дом Молодежи
5376602;53766;365;2;ул.Волгина
5376603;53766;268;3;Автостанция Аврора
5376604;53766;269;4;ул.Мориса Тореза
5376605;53766;270;5;ул.Гагарина
5376606;53766;271;6;ул.Дыбенко
5376607;53766;272;7;ул.Антонова-Овсеенко
5376608;53766;478;8;ул.Ивана Булкина
5376609;53766;480;9;ул.Карбышева
5376610;53766;482;10;Педуниверситет
5376611;53766;443;11;Экономическая академия
5376612;53766;441;12;Магазин
5376613;53766;439;13;Торговый городок
5376614;53766;469;14;Парк Гагарина
5376615;53766;484;15;Телецентр
5376616;53766;501;16;ул.Ново-Садовая
5376617;53766;506;17;Комплекс профилакториев
5376618;53766;510;18;Дачное управление
5376619;53766;512;19;Пионерлагерь Ракета
5376620;53766;514;20;Магазин
5376621;53766;516;21;НФС
5426501;54265;616;1;Хлебная площадь
5426502;54265;618;2;ул.Кутякова
5426503;54265;620;3;ул.Тракторная
5426504;54265;622;4;Хлебозавод № 3
5426505;54265;1107;5;ул.Заливная
5426506;54265;1109;6;ул.Обувная
5426507;54265;302;7;ул.Белорусская
5426508;54265;303;8;Завод Нефтемаш
5426509;54265;304;9;Универсам
5426510;54265;305;10;Школа № 55
5426511;54265;705;11;РЭБ
5426512;54265;306;12;Дачная
5426513;54265;1882;13;СДМ Сухая Самарка
5426514;54265;1698;14;Нефтебаза
5426515;54265;1700;15;Пост ГИБДД
5426516;54265;1701;16;Пост ГИБДД
5426601;54266;1701;1;Пост ГИБДД
5426602;54266;1881;2;Нефтебаза
5426603;54266;1883;3;СДМ Сухая Самарка
5426604;54266;308;4;Дачная
5426605;54266;706;5;РЭБ
5426606;54266;309;6;Школа № 55
5426607;54266;310;7;Универсам
5426608;54266;311;8;Завод Нефтемаш
5426609;54266;312;9;ул.Белорусская
5426610;54266;1110;10;ул.Обувная
5426611;54266;1108;11;ул.Заливная
5426612;54266;623;12;Хлебозавод № 3
5426613;54266;621;13;ул.Тракторная
5426614;54266;637;14;ул.Князя Григория Засекина
5426615;54266;616;15;Хлебная площадь
5476501;54765;1886;1;Приволжский мкр.(ул.З.Космодемьянской)
5476502;54765;693;2;Московское шоссе
5476503;54765;1807;3;ул.Зои Космодемьянской
5476504;54765;692;4;Московское шоссе
5476505;54765;691;5;Приволжский микрорайон
5476506;54765;688;6;ул.Молодежная
5476507;54765;149;7;Московское шоссе
5476508;54765;150;8;13-й микрорайон
5476509;54765;491;9;Поликлиника № 6
5476510;54765;493;10;ул.Воронежская
5476511;54765;189;11;ул.Ново-Вокзальная
5476512;54765;187;12;10-й микрорайон
5476513;54765;185;13;Кинотеатр Шипка
5476514;54765;559;14;ул.Стара-Загора
5476515;54765;183;15;9-й микрорайон
5476516;54765;595;16;Поликлиника
5476517;54765;440;17;Магазин
5476518;54765;442;18;Экономическая академия
5476519;54765;1144;19;ул.Антонова-Овсеенко
5476520;54765;1775;20;ул.Советской Армии
5476521;54765;1776;21;ул.Карбышева
5476522;54765;1781;22;ТРК Космопорт
5476523;54765;1778;23;ул.Ивана Булкина
5476524;54765;229;24;ул.Дыбенко
5476525;54765;769;25;ул.Авроры
5476526;54765;771;26;ул.Революционная
5476527;54765;416;27;Станция метро Гагаринская
5476528;54765;417;28;Клиники Медуниверситета
5476529;54765;419;29;ул.Тухачевского
5476530;54765;1071;30;ул.Пензенская
5476531;54765;1073;31;ул.Владимирская
5476532;54765;1075;32;Крымская площадь
5476533;54765;548;33;ул.Красноармейская
5476534;54765;550;34;Железнодорожный вокзал
5476535;54765;553;35;Поликлиника (высадка)
5476536;54765;40;36;Железнодорожный вокзал
5476601;54766;40;1;Железнодорожный вокзал
5476602;54766;1991;2;Железнодорожный вокзал
5476603;54766;549;3;Крымская площадь
5476604;54766;1076;4;ул.Пензенская
5476605;54766;1358;5;ул.Владимирская
5476606;54766;1072;6;ул.Дачная
5476607;54766;420;7;ул.Тухачевского
5476608;54766;418;8;Клиники Медуниверситета
5476609;54766;436;9;Станция метро Гагаринская
5476610;54766;737;10;ул.Революционная
5476611;54766;270;11;ул.Гагарина
5476612;54766;1779;12;ул.Ивана Булкина
5476613;54766;1782;13;ТРК Космопорт
5476614;54766;1777;14;ул.Карбышева
5476615;54766;1147;15;ул.Дыбенко
5476616;54766;1145;16;ул.Антонова-Овсеенко
5476617;54766;443;17;Экономическая академия
5476618;54766;441;18;Магазин
5476619;54766;596;19;Поликлиника
5476620;54766;182;20;9-й микрорайон
