rc_id;rl_id;mr_id;ss_id;rc_orderby;rc_dist
136501;1365;20;615;1;0.221701
136502;1365;20;268;2;0.205494
136503;1365;20;269;3;0.953777
136504;1365;20;270;4;0.416033
136505;1365;20;271;5;0.505304
136506;1365;20;272;6;0.361080
136507;1365;20;273;7;0.249000
136508;1365;20;274;8;0.834000
136509;1365;20;31;9;0.534468
136510;1365;20;32;10;0.873940
136511;1365;20;176;11;1.046034
136512;1365;20;177;12;0.712554
136513;1365;20;178;13;0.878130
136514;1365;20;35;14;0.583443
136515;1365;20;44;15;0.992810
136516;1365;20;37;16;0.170533
136517;1365;20;38;17;0.658111
136518;1365;20;553;18;0.036788
136519;1365;20;552;19;0.000000
136601;1366;20;552;1;0.054965
136602;1366;20;40;2;0.187336
136603;1366;20;143;3;0.510014
136604;1366;20;42;4;0.674328
136605;1366;20;43;5;0.688474
136606;1366;20;36;6;0.510439
136607;1366;20;45;7;0.827413
136608;1366;20;145;8;0.789304
136609;1366;20;146;9;0.955219
136610;1366;20;147;10;0.977556
136611;1366;20;79;11;0.573585
136612;1366;20;48;12;0.616000
136613;1366;20;226;13;0.253000
136614;1366;20;227;14;0.372154
136615;1366;20;228;15;0.564608
136616;1366;20;229;16;0.555336
136617;1366;20;230;17;0.437585
136618;1366;20;231;18;0.647000
136619;1366;20;615;19;0.000000
156501;1565;24;273;1;0.249000
156502;1565;24;274;2;0.379000
156503;1565;24;49;3;0.439000
156504;1565;24;50;4;0.754000
156505;1565;24;437;5;0.808000
156506;1565;24;438;6;0.499000
156507;1565;24;440;7;0.463000
156508;1565;24;442;8;0.690000
156509;1565;24;444;9;0.349000
156510;1565;24;446;10;0.709000
156511;1565;24;448;11;0.784000
156512;1565;24;451;12;0.310000
156513;1565;24;452;13;1.172000
156514;1565;24;93;14;0.825000
156515;1565;24;454;15;0.612000
156516;1565;24;455;16;0.810000
156517;1565;24;456;17;0.582000
156518;1565;24;459;18;0.231000
156519;1565;24;461;19;0.419000
156520;1565;24;463;20;0.526000
156521;1565;24;470;21;0.123000
156522;1565;24;466;22;0.000000
156601;1566;24;466;1;0.455000
156602;1566;24;464;2;0.454000
156603;1566;24;462;3;0.232000
156604;1566;24;460;4;0.386000
156605;1566;24;458;5;0.527000
156606;1566;24;210;6;1.463000
156607;1566;24;223;7;0.370000
156608;1566;24;206;8;0.281000
156609;1566;24;1466;9;0.468000
156610;1566;24;203;10;0.646000
156611;1566;24;201;11;0.412000
156612;1566;24;199;12;0.711000
156613;1566;24;467;13;0.615000
156614;1566;24;447;14;0.405000
156615;1566;24;445;15;0.589000
156616;1566;24;443;16;0.502000
156617;1566;24;441;17;0.394000
156618;1566;24;439;18;0.458000
156619;1566;24;469;19;0.483000
156620;1566;24;28;20;0.745000
156621;1566;24;29;21;0.440000
156622;1566;24;30;22;0.510000
156623;1566;24;226;23;0.224000
156624;1566;24;227;24;0.479000
156625;1566;24;273;25;0.000000
156701;1567;24;273;1;0.243000
156702;1567;24;274;2;0.385000
156703;1567;24;49;3;0.439000
156704;1567;24;50;4;0.754000
156705;1567;24;437;5;0.812000
156706;1567;24;438;6;0.499000
156707;1567;24;440;7;0.463000
156708;1567;24;442;8;0.690000
156709;1567;24;444;9;0.349000
156710;1567;24;446;10;0.763000
156711;1567;24;471;11;0.609000
156712;1567;24;198;12;0.545000
156713;1567;24;200;13;0.338000
156714;1567;24;472;14;0.178000
156715;1567;24;218;15;0.600000
156716;1567;24;473;16;0.840000
156717;1567;24;207;17;1.179000
156718;1567;24;209;18;0.521000
156719;1567;24;457;19;0.351000
156720;1567;24;459;20;0.231000
156721;1567;24;461;21;0.419000
156722;1567;24;463;22;0.526000
156723;1567;24;470;23;0.123000
156724;1567;24;466;24;0.000000
156801;1568;24;466;1;0.455000
156802;1568;24;464;2;0.454000
156803;1568;24;462;3;0.232000
156804;1568;24;460;4;0.386000
156805;1568;24;458;5;0.297000
156806;1568;24;474;6;0.896000
156807;1568;24;475;7;0.627000
156808;1568;24;476;8;0.797000
156809;1568;24;104;9;1.142000
156810;1568;24;486;10;0.333000
156811;1568;24;477;11;0.746000
156812;1568;24;449;12;0.647000
156813;1568;24;447;13;0.405000
156814;1568;24;445;14;0.589000
156815;1568;24;443;15;0.502000
156816;1568;24;441;16;0.394000
156817;1568;24;439;17;0.458000
156818;1568;24;469;18;0.482000
156819;1568;24;28;19;0.743000
156820;1568;24;29;20;0.441000
156821;1568;24;30;21;0.480000
156822;1568;24;226;22;0.253000
156823;1568;24;227;23;0.479000
156824;1568;24;273;24;0.000000
156901;1569;24;273;1;0.243000
156902;1569;24;274;2;0.385000
156903;1569;24;49;3;0.439000
156904;1569;24;50;4;0.754000
156905;1569;24;437;5;0.812000
156906;1569;24;438;6;0.499000
156907;1569;24;440;7;0.463000
156908;1569;24;442;8;0.690000
156909;1569;24;444;9;0.349000
156910;1569;24;446;10;0.763000
156911;1569;24;471;11;0.609000
156912;1569;24;198;12;0.545000
156913;1569;24;200;13;0.338000
156914;1569;24;472;14;0.178000
156915;1569;24;218;15;0.600000
156916;1569;24;473;16;0.840000
156917;1569;24;207;17;1.179000
156918;1569;24;209;18;0.960000
156919;1569;24;210;19;0.000000
157001;1570;24;210;1;1.463000
157002;1570;24;223;2;0.370000
157003;1570;24;206;3;0.281000
157004;1570;24;1466;4;0.468000
157005;1570;24;203;5;0.646000
157006;1570;24;201;6;0.412000
157007;1570;24;199;7;0.711000
157008;1570;24;467;8;0.615000
157009;1570;24;447;9;0.405000
157010;1570;24;445;10;0.589000
157011;1570;24;443;11;0.502000
157012;1570;24;441;12;0.394000
157013;1570;24;439;13;0.458000
157014;1570;24;469;14;0.483000
157015;1570;24;28;15;0.745000
157016;1570;24;29;16;0.440000
157017;1570;24;30;17;0.510000
157018;1570;24;226;18;0.224000
157019;1570;24;227;19;0.479000
157020;1570;24;273;20;0.000000
157101;1571;24;273;1;0.243000
157102;1571;24;274;2;0.385000
157103;1571;24;49;3;0.439000
157104;1571;24;50;4;0.754000
157105;1571;24;437;5;0.812000
157106;1571;24;438;6;0.499000
157107;1571;24;440;7;0.463000
157108;1571;24;442;8;0.690000
157109;1571;24;444;9;0.349000
157110;1571;24;446;10;0.763000
157111;1571;24;471;11;0.609000
157112;1571;24;198;12;0.545000
157113;1571;24;200;13;0.338000
157114;1571;24;472;14;0.178000
157115;1571;24;218;15;0.600000
157116;1571;24;473;16;0.908000
157117;1571;24;223;17;0.000000
157201;1572;24;223;1;0.367000
157202;1572;24;206;2;0.281000
157203;1572;24;1466;3;0.468000
157204;1572;24;203;4;0.646000
157205;1572;24;201;5;0.412000
157206;1572;24;199;6;0.711000
157207;1572;24;467;7;0.615000
157208;1572;24;447;8;0.405000
157209;1572;24;445;9;0.589000
157210;1572;24;443;10;0.502000
157211;1572;24;441;11;0.394000
157212;1572;24;439;12;0.458000
157213;1572;24;469;13;0.483000
157214;1572;24;28;14;0.745000
157215;1572;24;29;15;0.440000
157216;1572;24;30;16;0.510000
157217;1572;24;226;17;0.224000
157218;1572;24;227;18;0.479000
157219;1572;24;273;19;0.000000
166501;1665;26;120;1;0.440000
166502;1665;26;122;2;0.687000
166503;1665;26;487;3;0.637000
166504;1665;26;489;4;0.320000
166505;1665;26;491;5;0.583000
166506;1665;26;493;6;0.777000
166507;1665;26;189;7;0.421000
166508;1665;26;187;8;0.316000
166509;1665;26;185;9;0.412000
166510;1665;26;495;10;0.669000
166511;1665;26;469;11;0.483000
166512;1665;26;28;12;0.745000
166513;1665;26;29;13;0.440000
166514;1665;26;30;14;0.778000
166515;1665;26;31;15;0.536000
166516;1665;26;32;16;1.109000
166517;1665;26;33;17;0.882000
166518;1665;26;1795;18;0.493000
166519;1665;26;498;19;0.456000
166520;1665;26;500;20;0.439000
166521;1665;26;503;21;0.864000
166522;1665;26;37;22;0.171000
166523;1665;26;38;23;0.658000
166524;1665;26;39;24;0.299000
166525;1665;26;392;25;0.429000
166526;1665;26;393;26;0.381000
166527;1665;26;394;27;0.317000
166528;1665;26;395;28;0.349000
166529;1665;26;397;29;0.539000
166530;1665;26;432;30;0.652000
166531;1665;26;391;31;0.709000
166532;1665;26;508;32;0.300000
166533;1665;26;366;33;0.000000
166601;1666;26;366;1;1.211000
166602;1666;26;434;2;0.549000
166603;1666;26;433;3;0.448000
166604;1666;26;398;4;0.325000
166605;1666;26;396;5;0.410000
166606;1666;26;413;6;0.324000
166607;1666;26;414;7;0.468000
166608;1666;26;415;8;0.316000
166609;1666;26;40;9;0.188000
166610;1666;26;143;10;0.509000
166611;1666;26;42;11;0.679000
166612;1666;26;43;12;0.395000
166613;1666;26;504;13;0.462000
166614;1666;26;502;14;0.594000
166615;1666;26;499;15;0.358000
166616;1666;26;46;16;0.977000
166617;1666;26;47;17;1.127000
166618;1666;26;79;18;0.570000
166619;1666;26;48;19;0.772000
166620;1666;26;49;20;0.439000
166621;1666;26;50;21;0.754000
166622;1666;26;437;22;0.727000
166623;1666;26;497;23;0.415000
166624;1666;26;496;24;0.304000
166625;1666;26;184;25;0.314000
166626;1666;26;186;26;0.572000
166627;1666;26;188;27;0.805000
166628;1666;26;494;28;0.531000
166629;1666;26;492;29;0.352000
166630;1666;26;490;30;0.481000
166631;1666;26;488;31;0.710000
166632;1666;26;123;32;0.530000
166633;1666;26;121;33;0.179000
166634;1666;26;120;34;0.000000
236501;2365;31;182;1;0.584404
236502;2365;31;560;2;0.448771
236503;2365;31;562;3;0.817000
236504;2365;31;52;4;0.451557
236505;2365;31;53;5;0.458000
236506;2365;31;564;6;0.531554
236507;2365;31;566;7;0.502400
236508;2365;31;568;8;0.507195
236509;2365;31;190;9;0.766000
236510;2365;31;192;10;0.410358
236511;2365;31;194;11;0.961000
236512;2365;31;569;12;0.671389
236513;2365;31;571;13;0.377322
236514;2365;31;573;14;0.376136
236515;2365;31;575;15;0.366000
236516;2365;31;451;16;0.311000
236517;2365;31;452;17;1.171799
236518;2365;31;93;18;0.824858
236519;2365;31;454;19;0.643000
236520;2365;31;455;20;0.779000
236521;2365;31;456;21;0.581571
236522;2365;31;459;22;0.230952
236523;2365;31;461;23;0.419253
236524;2365;31;463;24;0.526445
236525;2365;31;470;25;0.122792
236526;2365;31;466;26;0.000000
236601;2366;31;466;1;0.455106
236602;2366;31;464;2;0.453860
236603;2366;31;462;3;0.231587
236604;2366;31;460;4;0.385783
236605;2366;31;458;5;0.297361
236606;2366;31;474;6;0.896373
236607;2366;31;475;7;0.627481
236608;2366;31;476;8;0.797012
236609;2366;31;104;9;1.141930
236610;2366;31;486;10;0.332710
236611;2366;31;477;11;0.434168
236612;2366;31;576;12;0.390946
236613;2366;31;574;13;0.447000
236614;2366;31;572;14;0.657000
236615;2366;31;570;15;0.816375
236616;2366;31;195;16;0.493555
236617;2366;31;193;17;0.706436
236618;2366;31;191;18;0.412283
236619;2366;31;578;19;0.562370
236620;2366;31;567;20;0.594632
236621;2366;31;565;21;0.523000
236622;2366;31;26;22;0.464000
236623;2366;31;27;23;0.965000
236624;2366;31;563;24;0.381260
236625;2366;31;561;25;0.241298
236626;2366;31;559;26;0.352856
236627;2366;31;183;27;0.039277
236628;2366;31;182;28;0.000000
236701;2367;31;182;1;0.584404
236702;2367;31;560;2;0.448771
236703;2367;31;562;3;0.817000
236704;2367;31;52;4;0.451557
236705;2367;31;53;5;0.458000
236706;2367;31;564;6;0.531554
236707;2367;31;566;7;0.502400
236708;2367;31;568;8;0.507195
236709;2367;31;190;9;0.766000
236710;2367;31;192;10;0.410358
236711;2367;31;194;11;0.961000
236712;2367;31;569;12;0.671389
236713;2367;31;571;13;0.377322
236714;2367;31;573;14;0.376136
236715;2367;31;575;15;0.366000
236716;2367;31;451;16;0.311000
236717;2367;31;452;17;1.171799
236718;2367;31;93;18;0.092017
236719;2367;31;104;19;0.000000
236801;2368;31;104;1;1.141138
236802;2368;31;486;2;0.332710
236803;2368;31;477;3;0.434168
236804;2368;31;576;4;0.390946
236805;2368;31;574;5;0.447000
236806;2368;31;572;6;0.657000
236807;2368;31;570;7;0.816375
236808;2368;31;195;8;0.493555
236809;2368;31;193;9;0.706436
236810;2368;31;191;10;0.412283
236811;2368;31;578;11;0.562370
236812;2368;31;567;12;0.594632
236813;2368;31;565;13;0.523000
236814;2368;31;26;14;0.464000
236815;2368;31;27;15;0.965000
236816;2368;31;563;16;0.381260
236817;2368;31;561;17;0.241298
236818;2368;31;559;18;0.352856
236819;2368;31;183;19;0.039277
236820;2368;31;182;20;0.000000
236901;2369;31;182;1;0.584404
236902;2369;31;560;2;0.448771
236903;2369;31;562;3;0.817000
236904;2369;31;52;4;0.451557
236905;2369;31;53;5;0.458000
236906;2369;31;564;6;0.531554
236907;2369;31;566;7;0.502400
236908;2369;31;568;8;0.507195
236909;2369;31;190;9;0.766000
236910;2369;31;192;10;0.410358
236911;2369;31;194;11;0.961000
236912;2369;31;569;12;0.671389
236913;2369;31;571;13;0.377322
236914;2369;31;573;14;0.376136
236915;2369;31;575;15;0.366000
236916;2369;31;451;16;0.311000
236917;2369;31;452;17;0.297926
236918;2369;31;486;18;0.000000
237001;2370;31;486;1;0.327706
237002;2370;31;477;2;0.434168
237003;2370;31;576;3;0.390946
237004;2370;31;574;4;0.447000
237005;2370;31;572;5;0.657000
237006;2370;31;570;6;0.816375
237007;2370;31;195;7;0.493555
237008;2370;31;193;8;0.706436
237009;2370;31;191;9;0.412283
237010;2370;31;578;10;0.562370
237011;2370;31;567;11;0.594632
237012;2370;31;565;12;0.523000
237013;2370;31;26;13;0.464000
237014;2370;31;27;14;0.965000
237015;2370;31;563;15;0.381260
237016;2370;31;561;16;0.241298
237017;2370;31;559;17;0.352856
237018;2370;31;183;18;0.039277
237019;2370;31;182;19;0.000000
256501;2565;33;183;1;0.421391
256502;2565;33;595;2;0.640464
256503;2565;33;440;3;0.462882
256504;2565;33;442;4;0.653855
256505;2565;33;483;5;0.560525
256506;2565;33;481;6;0.522372
256507;2565;33;479;7;0.464663
256508;2565;33;273;8;0.249453
256509;2565;33;274;9;0.833906
256510;2565;33;31;10;0.534468
256511;2565;33;32;11;0.873940
256512;2565;33;176;12;1.056916
256513;2565;33;337;13;0.904818
256514;2565;33;338;14;0.798132
256515;2565;33;339;15;0.436391
256516;2565;33;340;16;0.559407
256517;2565;33;341;17;0.252806
256518;2565;33;342;18;0.408965
256519;2565;33;343;19;0.597473
256520;2565;33;344;20;0.607523
256521;2565;33;345;21;0.666976
256522;2565;33;346;22;0.429265
256523;2565;33;347;23;0.499742
256524;2565;33;348;24;0.000000
256601;2566;33;348;1;0.535000
256602;2566;33;349;2;0.337000
256603;2566;33;350;3;0.632000
256604;2566;33;351;4;0.398000
256605;2566;33;1400;5;0.277000
256606;2566;33;352;6;0.724000
256607;2566;33;353;7;0.400000
256608;2566;33;354;8;0.190000
256609;2566;33;355;9;0.512000
256610;2566;33;356;10;0.471000
256611;2566;33;357;11;0.807000
256612;2566;33;1455;12;0.947000
256613;2566;33;359;13;0.947000
256614;2566;33;147;14;0.978000
256615;2566;33;79;15;0.570000
256616;2566;33;48;16;0.649000
256617;2566;33;226;17;0.224000
256618;2566;33;227;18;0.454000
256619;2566;33;478;19;0.605000
256620;2566;33;480;20;0.582000
256621;2566;33;482;21;0.806000
256622;2566;33;443;22;0.502000
256623;2566;33;441;23;0.645000
256624;2566;33;596;24;0.461000
256625;2566;33;597;25;0.027000
256626;2566;33;183;26;0.000000
296501;2965;37;226;1;0.223000
296502;2965;37;227;2;0.454000
296503;2965;37;478;3;0.605000
296504;2965;37;480;4;0.582000
296505;2965;37;482;5;0.346000
296506;2965;37;444;6;0.349000
296507;2965;37;446;7;0.709000
296508;2965;37;448;8;0.733000
296509;2965;37;451;9;0.311000
296510;2965;37;452;10;1.172000
296511;2965;37;93;11;0.404000
296512;2965;37;638;12;0.286000
296513;2965;37;640;13;0.573000
296514;2965;37;642;14;0.000000
296601;2966;37;642;1;0.601000
296602;2966;37;641;2;0.267000
296603;2966;37;639;3;0.429000
296604;2966;37;104;4;1.142000
296605;2966;37;486;5;0.333000
296606;2966;37;477;6;0.746000
296607;2966;37;449;7;0.608000
296608;2966;37;447;8;0.405000
296609;2966;37;445;9;0.391000
296610;2966;37;483;10;0.561000
296611;2966;37;481;11;0.522000
296612;2966;37;479;12;0.465000
296613;2966;37;273;13;0.240000
296614;2966;37;274;14;0.564000
296615;2966;37;226;15;0.000000
366501;3665;46;730;1;0.292992
366502;3665;46;732;2;0.325000
366503;3665;46;120;3;0.441000
366504;3665;46;122;4;0.687000
366505;3665;46;487;5;0.637299
366506;3665;46;489;6;0.404283
366507;3665;46;152;7;0.459051
366508;3665;46;154;8;0.343837
366509;3665;46;156;9;0.541237
366510;3665;46;158;10;0.599901
366511;3665;46;160;11;0.706468
366512;3665;46;473;12;0.849450
366513;3665;46;207;13;1.171000
366514;3665;46;209;14;0.897000
366515;3665;46;97;15;0.452890
366516;3665;46;211;16;0.412010
366517;3665;46;212;17;0.000000
366601;3666;46;212;1;0.347000
366602;3666;46;558;2;0.529837
366603;3666;46;100;3;0.735196
366604;3666;46;210;4;1.162079
366605;3666;46;214;5;0.183000
366606;3666;46;752;6;0.786926
366607;3666;46;518;7;0.612772
366608;3666;46;161;8;0.664570
366609;3666;46;159;9;0.375809
366610;3666;46;157;10;0.440561
366611;3666;46;155;11;0.490212
366612;3666;46;153;12;0.278269
366613;3666;46;490;13;0.480728
366614;3666;46;488;14;0.709888
366615;3666;46;123;15;0.529606
366616;3666;46;121;16;0.351000
366617;3666;46;692;17;0.325458
366618;3666;46;691;18;0.357000
366619;3666;46;730;19;0.000000
376501;3765;47;720;1;0.387000
376502;3765;47;173;2;0.434000
376503;3765;47;171;3;0.417000
376504;3765;47;169;4;0.381000
376505;3765;47;167;5;0.508000
376506;3765;47;165;6;0.566000
376507;3765;47;473;7;0.834000
376508;3765;47;213;8;0.444000
376509;3765;47;206;9;0.302000
376510;3765;47;657;10;0.501000
376511;3765;47;571;11;0.377000
376512;3765;47;573;12;0.376000
376513;3765;47;575;13;0.392000
376514;3765;47;758;14;0.406000
376515;3765;47;759;15;0.559000
376516;3765;47;761;16;0.470000
376517;3765;47;763;17;0.777000
376518;3765;47;765;18;0.369000
376519;3765;47;767;19;0.695000
376520;3765;47;769;20;0.595000
376521;3765;47;771;21;0.339000
376522;3765;47;416;22;0.602000
376523;3765;47;417;23;0.559000
376524;3765;47;1370;24;0.902000
376525;3765;47;1795;25;0.892000
376526;3765;47;35;26;0.777000
376527;3765;47;421;27;0.906000
376528;3765;47;773;28;0.923000
376529;3765;47;775;29;0.357000
376530;3765;47;1218;30;0.426000
376531;3765;47;1879;31;0.387000
376532;3765;47;779;32;0.313000
376533;3765;47;781;33;0.558000
376534;3765;47;783;34;0.396000
376535;3765;47;785;35;0.457000
376536;3765;47;786;36;0.000000
376601;3766;47;786;1;0.431000
376602;3766;47;784;2;0.470000
376603;3766;47;782;3;0.293000
376604;3766;47;780;4;0.619000
376605;3766;47;777;5;0.368000
376606;3766;47;1219;6;0.408000
376607;3766;47;778;7;0.720000
376608;3766;47;774;8;0.864000
376609;3766;47;772;9;0.263000
376610;3766;47;1313;10;0.544000
376611;3766;47;45;11;0.829000
376612;3766;47;46;12;1.054000
376613;3766;47;420;13;0.745000
376614;3766;47;418;14;0.592000
376615;3766;47;436;15;0.408000
376616;3766;47;737;16;0.712000
376617;3766;47;770;17;0.471000
376618;3766;47;768;18;0.376000
376619;3766;47;766;19;0.729000
376620;3766;47;764;20;0.519000
376621;3766;47;762;21;0.524000
376622;3766;47;760;22;0.605000
376623;3766;47;654;23;0.346000
376624;3766;47;576;24;0.391000
376625;3766;47;574;25;0.353000
376626;3766;47;655;26;0.504000
376627;3766;47;656;27;0.843000
376628;3766;47;752;28;0.779000
376629;3766;47;216;29;0.394000
376630;3766;47;164;30;0.566000
376631;3766;47;166;31;0.364000
376632;3766;47;168;32;0.431000
376633;3766;47;170;33;0.449000
376634;3766;47;172;34;0.423000
376635;3766;47;721;35;0.226000
376636;3766;47;720;36;0.000000
406501;4065;58;474;1;0.987000
406502;4065;58;878;2;0.904000
406503;4065;58;880;3;0.843000
406504;4065;58;837;4;0.041000
406505;4065;58;1376;5;0.000000
406601;4066;58;1376;1;0.842000
406602;4066;58;881;2;0.388000
406603;4066;58;879;3;0.901000
406604;4066;58;456;4;0.199000
406605;4066;58;474;5;0.000000
406701;4067;58;470;1;0.109000
406702;4067;58;466;2;0.455000
406703;4067;58;464;3;0.454000
406704;4067;58;462;4;0.232000
406705;4067;58;460;5;0.386000
406706;4067;58;458;6;0.527000
406707;4067;58;210;7;1.162000
406708;4067;58;214;8;0.183000
406709;4067;58;752;9;0.918000
406710;4067;58;162;10;0.481000
406711;4067;58;161;11;0.665000
406712;4067;58;159;12;0.376000
406713;4067;58;157;13;0.441000
406714;4067;58;155;14;0.490000
406715;4067;58;153;15;0.442000
406716;4067;58;152;16;0.000000
406801;4068;58;152;1;0.459000
406802;4068;58;154;2;0.344000
406803;4068;58;156;3;0.541000
406804;4068;58;158;4;0.600000
406805;4068;58;160;5;0.706000
406806;4068;58;473;6;0.840000
406807;4068;58;207;7;1.179000
406808;4068;58;209;8;0.521000
406809;4068;58;457;9;0.351000
406810;4068;58;459;10;0.231000
406811;4068;58;461;11;0.419000
406812;4068;58;463;12;0.526000
406813;4068;58;470;13;0.000000
406901;4069;58;456;1;0.231000
406902;4069;58;457;2;0.351000
406903;4069;58;459;3;0.231000
406904;4069;58;461;4;0.419000
406905;4069;58;463;5;0.526000
406906;4069;58;470;6;0.000000
407001;4070;58;470;1;0.109000
407002;4070;58;466;2;0.455000
407003;4070;58;464;3;0.454000
407004;4070;58;462;4;0.232000
407005;4070;58;460;5;0.386000
407006;4070;58;458;6;0.297000
407007;4070;58;474;7;0.987000
407008;4070;58;878;8;0.392000
407009;4070;58;880;9;0.843000
407010;4070;58;837;10;0.041000
407011;4070;58;1376;11;0.846000
407012;4070;58;881;12;0.388000
407013;4070;58;879;13;0.889000
407014;4070;58;456;14;0.000000
407101;4071;58;970;1;0.590000
407102;4071;58;654;2;0.346000
407103;4071;58;576;3;0.391000
407104;4071;58;574;4;0.353000
407105;4071;58;655;5;0.535000
407106;4071;58;225;6;0.497000
407107;4071;58;203;7;0.482000
407108;4071;58;218;8;0.731000
407109;4071;58;162;9;0.481000
407110;4071;58;161;10;0.665000
407111;4071;58;159;11;0.376000
407112;4071;58;157;12;0.441000
407113;4071;58;155;13;0.490000
407114;4071;58;153;14;0.474000
407115;4071;58;152;15;0.000000
407201;4072;58;152;1;0.459000
407202;4072;58;154;2;0.344000
407203;4072;58;156;3;0.541000
407204;4072;58;158;4;0.600000
407205;4072;58;160;5;0.706000
407206;4072;58;473;6;0.834000
407207;4072;58;213;7;0.444000
407208;4072;58;206;8;0.302000
407209;4072;58;657;9;0.501000
407210;4072;58;571;10;0.377000
407211;4072;58;573;11;0.376000
407212;4072;58;575;12;0.392000
407213;4072;58;758;13;0.516000
407214;4072;58;970;14;0.000000
407301;4073;58;456;1;0.224000
407302;4073;58;474;2;0.987000
407303;4073;58;878;3;0.392000
407304;4073;58;880;4;0.843000
407305;4073;58;837;5;0.041000
407306;4073;58;1376;6;0.000000
407401;4074;58;1376;1;0.842000
407402;4074;58;881;2;0.388235
407403;4074;58;879;3;0.889000
407404;4074;58;456;4;0.000000
407501;4075;58;970;1;0.590000
407502;4075;58;654;2;0.346000
407503;4075;58;576;3;0.391000
407504;4075;58;574;4;0.353000
407505;4075;58;655;5;0.504000
407506;4075;58;656;6;0.810000
407507;4075;58;207;7;1.179000
407508;4075;58;209;8;0.434000
407509;4075;58;474;9;0.000000
407601;4076;58;474;1;7.516000
407602;4076;58;970;2;0.000000
407701;4077;58;470;1;0.109000
407702;4077;58;466;2;0.455000
407703;4077;58;464;3;0.454000
407704;4077;58;462;4;0.232000
407705;4077;58;460;5;0.386000
407706;4077;58;458;6;0.527000
407707;4077;58;210;7;1.162000
407708;4077;58;214;8;0.183000
407709;4077;58;752;9;0.918000
407710;4077;58;162;10;0.481000
407711;4077;58;161;11;0.665000
407712;4077;58;159;12;0.376000
407713;4077;58;157;13;0.441000
407714;4077;58;155;14;0.490000
407715;4077;58;153;15;0.474000
407716;4077;58;152;16;0.459000
407717;4077;58;154;17;0.344000
407718;4077;58;156;18;0.541000
407719;4077;58;158;19;0.600000
407720;4077;58;160;20;0.706000
407721;4077;58;473;21;0.840000
407722;4077;58;207;22;1.179000
407723;4077;58;209;23;0.460000
407724;4077;58;474;24;0.000000
407801;4078;58;474;1;0.987000
407802;4078;58;878;2;0.904000
407803;4078;58;880;3;0.843000
407804;4078;58;837;4;0.041000
407805;4078;58;1376;5;0.846000
407806;4078;58;881;6;0.388000
407807;4078;58;879;7;0.901000
407808;4078;58;456;8;0.231000
407809;4078;58;457;9;0.351000
407810;4078;58;459;10;0.231000
407811;4078;58;461;11;0.419000
407812;4078;58;463;12;0.526000
407813;4078;58;470;13;0.000000
436501;4365;60;132;1;0.403000
436502;4365;60;135;2;0.417000
436503;4365;60;862;3;0.528000
436504;4365;60;863;4;0.644000
436505;4365;60;864;5;0.688000
436506;4365;60;866;6;0.738000
436507;4365;60;868;7;0.801000
436508;4365;60;870;8;1.005000
436509;4365;60;872;9;0.641000
436510;4365;60;744;10;0.390000
436511;4365;60;742;11;0.445000
436512;4365;60;1996;12;0.275000
436513;4365;60;740;13;1.112000
436514;4365;60;669;14;0.674000
436515;4365;60;671;15;0.374000
436516;4365;60;673;16;0.924000
436517;4365;60;675;17;0.637000
436518;4365;60;677;18;0.516000
436519;4365;60;679;19;0.564000
436520;4365;60;681;20;0.122000
436521;4365;60;873;21;0.713000
436522;4365;60;874;22;0.765000
436523;4365;60;875;23;0.752000
436524;4365;60;751;24;0.420000
436525;4365;60;749;25;0.515000
436526;4365;60;876;26;0.361000
436527;4365;60;877;27;0.967000
436528;4365;60;871;28;5.939000
436529;4365;60;869;29;0.855000
436530;4365;60;867;30;0.662000
436531;4365;60;865;31;0.632000
436532;4365;60;131;32;0.666000
436533;4365;60;129;33;0.276000
436534;4365;60;127;34;0.368000
436535;4365;60;738;35;0.325000
436536;4365;60;132;36;0.000000
446501;4465;61;132;1;0.403000
446502;4465;61;135;2;0.417000
446503;4465;61;862;3;0.528000
446504;4465;61;863;4;0.644000
446505;4465;61;864;5;0.688000
446506;4465;61;866;6;0.738000
446507;4465;61;868;7;0.801000
446508;4465;61;870;8;1.131000
446509;4465;61;746;9;0.255000
446510;4465;61;747;10;0.559000
446511;4465;61;748;11;0.482000
446512;4465;61;750;12;0.761000
446513;4465;61;753;13;0.659000
446514;4465;61;882;14;0.652000
446515;4465;61;883;15;0.282000
446516;4465;61;682;16;0.357000
446517;4465;61;680;17;0.541000
446518;4465;61;678;18;0.671000
446519;4465;61;676;19;0.809000
446520;4465;61;674;20;0.549000
446521;4465;61;672;21;0.683000
446522;4465;61;670;22;0.902000
446523;4465;61;739;23;0.328000
446524;4465;61;1997;24;0.389000
446525;4465;61;741;25;0.375000
446526;4465;61;743;26;0.728000
446527;4465;61;745;27;1.036000
446528;4465;61;871;28;5.939000
446529;4465;61;869;29;0.855000
446530;4465;61;867;30;0.662000
446531;4465;61;865;31;0.632000
446532;4465;61;131;32;0.666000
446533;4465;61;129;33;0.276000
446534;4465;61;127;34;0.368000
446535;4465;61;738;35;0.325000
446536;4465;61;132;36;0.000000
516501;5165;68;721;1;0.287179
516502;5165;68;719;2;1.067006
516503;5165;68;923;3;0.297290
516504;5165;68;925;4;0.427811
516505;5165;68;928;5;0.473240
516506;5165;68;160;6;0.740998
516507;5165;68;215;7;0.421198
516508;5165;68;217;8;0.597883
516509;5165;68;201;9;0.411816
516510;5165;68;199;10;1.039000
