ss_id	ss_name	ss_lat	ss_long
1454	СТД	53.233083	50.207970
1455	КРЦ Звезда	53.215450	50.146577
1456	Завод Тарасова	53.238052	50.194733
1457	Постников овраг	53.219609	50.163726
1459	ул. Николая Панова	53.219098	50.154611
1460	Совхоз Кряж (ул.Поселковая)	53.136825	50.155377
1461	ул.Магистральная	53.232098	50.307598
1462	ул. Льва Толстого	53.190655	50.101272
1463	ул. Некрасовская	53.188575	50.099834
1464	ул. Некрасовская	53.188644	50.100092
1465	ул. Льва Толстого	53.190297	50.101240
1466	Дом Дружбы Народов	53.215787	50.253393
1467	18 км	53.275960	50.262151
1468	18 км	53.275710	50.262226
1469	Арсенал	53.192011	50.189359
1470	ТЦ  МЕГА ИКЕЯ	53.324936	50.304129
1471	ТЦ МЕГА Леруа Мерлен	53.324936	50.307391
1472	Кладбище Зубчаниновское	53.274394	50.320832
1473	Площадь им. Кирова	53.219217	50.266882
1474	Кладбище Лесное	53.367248	50.231944
1475	Кладбище Южное	53.081400	50.075769
1476	пос.Управленческий(ДК ""Чайка"")	53.346461	50.225179
1477	Московское шоссе	53.258984	50.232445
1478	ул.Зои Космодемьянской	53.261394	50.229811
1479	ул.Зои Космодемьянской	53.261414	50.229597
1480	ул.Ташкентская	53.265576	50.230257
1481	Барбошина поляна	53.259203	50.212889
1482	ул.Георгия Димитрова	53.264632	50.219077
1483	ул.Демократическая	53.267372	50.221287
1484	Пост ГИБДД	53.144089	50.181745
1485	ТК Амбар	53.138611	50.177776
1486	ТК Амбар	53.137727	50.175759
1487	а/с Приволжский мкр.(высадка)	53.259320	50.223452
1488	Приволжский мкр.(Посадка)	53.258665	50.223446
1489	ул.Осипенко (Ст.м.Алабинская)	53.209269	50.134102
1490	ул.Челюскинцев	53.211755	50.139123
1491	Мехзавод	53.299485	50.285808
1492	СПТУ-50	53.303447	50.282214
1493	ООО Шоссе	53.385513	50.170805
1494	Хлебная площадь	53.179333	50.078425
1495	Хлебная площадь	53.178033	50.079777
1496	Мягкая кровля	53.173205	50.194527
1497	Красный Кряжок	53.132497	50.091348
1498	Мягкая Кровля	53.171662	50.193626
1499	Площадь им.Кирова	53.218836	50.266158
1500	Восточный поселок	53.223678	50.287361
1501	Промзона	53.256433	50.373390
1502	Промзона	53.256022	50.371630
1503	Завод ""Самарский Стройфарфор""	53.266835	50.396964
1504	Завод ""Самарский Стройфарфор""	53.267220	50.396996
1505	30 км (Средняя Алексеевка)	53.262077	50.491380
1506	30 км (Средняя Алексеевка)	53.262388	50.490991
1507	31 км (Нижняя Алексеевка)	53.261361	50.505344
1508	31 км (Нижняя Алексеевка)	53.261747	50.504904
1509	Автомойка	53.267490	50.559409
1510	Автомойка	53.267657	50.559490
1511	Дорожник	53.268172	50.565629
1512	Дорожник	53.268339	50.565501
1513	СХИ	53.269354	50.579588
1514	СХИ	53.269521	50.578118
1515	Поворот СХИ	53.267599	50.586905
1516	Поворот СХИ	53.267830	50.587055
1517	Магазин ""Империя""	53.220023	50.607560
1518	Магазин ""Империя""	53.220184	50.607438
1519	Училище (ПЛ-4)	53.222398	50.609553
1520	Училище (ПЛ-4)	53.222329	50.609214
1521	Магазин ""Бармалей""	53.226194	50.612690
1522	Магазин ""Бармалей""	53.226551	50.612777
1523	ул.Зеленая	53.225461	50.619932
1524	ул.Зеленая	53.225616	50.619921
1525	Школа №10	53.224820	50.624198
1526	Школа №10	53.225077	50.623415
1527	Центральная районная больница	53.226914	50.626584
1528	Центральная районная больница	53.226384	50.625920
1529	Автовокзал	53.228388	50.633842
1530	Автовокзал	53.228500	50.633997
1531	Сбербанк	53.223574	50.632072
1532	Сбербанк	53.223867	50.632490
1533	Площадь (ул.Мира)	53.220943	50.634704
1534	Площадь (ул.Мира)	53.221056	50.634817
1535	Магазин ""Любимый""	53.219979	50.639383
1536	Магазин ""Любимый""	53.220108	50.639566
1537	Магазин ""Товары для дома""	53.218545	50.646427
1538	Магазин ""Товары для дома""	53.218695	50.646206
1539	Райпо (База РПС)	53.217948	50.649340
1540	Райпо (База РПС)	53.217969	50.649982
1541	г.Кинель/юг/(ПМС)	53.221760	50.658632
1542	п.Алексеевка(Верхняя Алексеевка)	53.252855	50.479426
1543	ул.Невская	53.254075	50.483004
1544	ул.Невская	53.254263	50.482752
1545	п.Алексеевка(Верхняя Алексеевка)	53.252783	50.478557
1546	ул.Братьев Володичкиных	53.257347	50.498824
1547	ул.Братьев Володичкиных	53.257012	50.497976
1548	п.Алексеевка(Нижняя Алексеевка)	53.260803	50.502514
1549	п.Алексеевка(Нижняя Алексеевка)	53.260700	50.502107
1550	ул.Чернышевского	53.245014	50.625542
1551	ул.Чернышевского	53.245087	50.625719
1552	ул.Шоссейная	53.240558	50.627570
1553	ул.Шоссейная	53.241241	50.627484
1554	Школа № 3	53.236043	50.629774
1555	Школа № 3	53.236051	50.629989
1556	г.Кинель/север/(Магазин ""Новинка"")	53.231859	50.637633
1557	г.Кинель/север/(Магазин ""Новинка"")	53.231990	50.637606
1558	пос.Новосемейкино,Дачи	53.389407	50.326111
1559	пос.Новосемейкино,Дачи	53.389548	50.326296
1560	пос.Новосемейкино,Радиоцентр	53.385015	50.329514
1561	пос.Новосемейкино,Радиоцентр	53.384995	50.330005
1562	пос.Новосемейкино,ул.Садовая	53.379723	50.339516
1563	пос.Новосемейкино,ул.Садовая	53.380015	50.339688
1564	пос.Новосемейкино,ул.Советская	53.375873	50.346619
1565	пос.Новосемейкино,ул.Советская	53.375943	50.346788
1566	пос.Новосемейкино,ТЦ""Юбилейный""	53.369897	50.353217
1567	пос.Новосемейкино,ТЦ""Юбилейный""	53.370115	50.353212
1568	пос.Новосемейкино,11-й квартал	53.370257	50.365107
1569	5 км	53.378167	50.312397
1570	5 км	53.377731	50.311624
1571	31 км	53.263257	50.502563
1572	1- дачная	53.083253	50.056672
1573	1-дачная	53.083202	50.057359
1574	Кряжское АТХ	53.081720	50.052305
1575	Кряжское АТХ	53.081655	50.053067
1576	2-я дачная	53.076056	50.037167
1577	2-я дачная	53.076153	50.038176
1578	Развилка	53.072638	50.029356
1579	Развилка	53.072715	50.030236
1580	с. Воскресенка	53.070820	50.015699
1581	с. Воскресенка	53.070240	50.018274
1582	6-я дачная	53.075239	49.984864
1583	6-я дачная	53.074981	49.985508
1584	Нефтеперекачка	53.076387	49.975916
1585	Нефтеперекачка	53.076064	49.976603
1586	Автостоянка	53.079346	49.962505
1587	Автостоянка	53.079952	49.961110
1588	ул. Строителей (Кафе ""Южанка"")	53.084231	49.957463
1589	ул. Строителей (Кафе ""Южанка"")	53.083689	49.957484
1592	Магазин ""Сателлит""	53.087537	49.960016
1593	Магазин ""Сателлит""	53.086873	49.958889
1594	Военкомат	53.089411	49.960349
1595	Военкомат	53.089579	49.959233
1596	Музыкальная школа № 1	53.092465	49.958031
1597	ул. Чернышевского (ДЮЦ)	53.095339	49.950693
1598	41-й квартал	53.095029	49.946895
1599	г. Новокуйбышевск, Пригородная автостанция	53.101724	49.942861
1600	41-й квартал	53.094650	49.946830
1601	ул. Гагарина	53.091281	49.949888
1602	ул. Островского	53.090907	49.954780
1603	Автовокзал ""Центральный""	53.214326	50.187658
1604	с.Красный Яр,ДРСУ	53.479697	50.392133
1605	с.Красный Яр,ДРСУ	53.479454	50.391833
1606	с.Красный Яр, Хлебозавод	53.487574	50.389644
1607	с.Красный Яр, Хлебозавод	53.487504	50.389365
1608	с.Красный Яр, автостанция	53.495612	50.391028
1609	Кладбище Южное	53.081023	50.076246
1610	Поворот на Рубежное/Лопатино	53.115062	50.224267
1611	СНТ ""Василек"" (поворот)	53.093381	50.230619
1612	СНТ ""Василек"" (поворот)	53.093465	50.230812
1613	с.Лопатино, ул.Полевая	53.081296	50.231456
1614	с.Лопатино, ул.Полевая	53.081096	50.231735
1615	с.Лопатино, ул.Школьная	53.079175	50.225705
1616	с.Лопатино, ул.Школьная	53.079239	50.226499
1617	с.Лопатино	53.077729	50.217336
1618	п. Стройкерамика	53.269269	50.386442
1619	п. Стройкерамика	53.269872	50.385498
1620	Зверосовхоз	53.285590	50.375155
1621	Зверосовхоз	53.285019	50.375166
1622	Дачи	53.291644	50.371003
1623	Дачи	53.291343	50.370778
1624	п. Петра-Дубрава	53.295378	50.366765
1625	п. Петра-Дубрава (Кошелев-Парк)	53.301764	50.344744
1626	п.Черновский (Совхоз ""Черновский"")	53.184279	50.460259
1627	Путепровод(по треб.)	53.493658	50.118030
1628	Путепровод(по треб.)	53.493786	50.117687
1629	Аэропорт ""Курумоч"" (Терминал № 2)	53.509304	50.145496
1630	п. Берёза	53.516009	50.140486
1631	Молгачи, 1-я остановка	53.531755	50.114458
1632	Молгачи, 1-я остановка	53.531755	50.113921
1633	Молгачи, 2-я остановка	53.542245	50.111067
1634	Молгачи, 2-я остановка	53.541606	50.111024
1635	Молгачи, 3-я остановка	53.555063	50.101068
1636	Молгачи, 3-я остановка	53.554526	50.100746
1637	Бор 3	53.590610	50.077851
1638	д. Сергеевка(по треб.)	53.622451	50.059998
1639	д. Сергеевка(по треб.)	53.622489	50.059075
1640	с. Новый Буян	53.684192	50.044559
1641	3-я Дачная	53.064725	50.023651
1642	Совхоз ""Молодая Гвардия""	53.054468	50.016088
1643	Совсоз ""Молодая Гвардия""	53.056241	50.015685
1644	Радиоцентр	53.451153	50.127087
1645	Радиоцентр	53.451575	50.128632
1646	с.Малая Царевщина	53.458240	50.169015
1647	с.Малая Царевщина	53.456537	50.165110
1648	с.Светлое Поле, Промзона	53.493412	50.258182
1649	с.Светлое Поле, Промзона	53.493092	50.257528
1650	с.Светлое Поле	53.498745	50.262241
1651	с.Светлое Поле	53.498505	50.261613
1652	п.Мирный	53.506998	50.270561
1653	п.Смышляевка,Магазин ""Магнит""	53.254438	50.377594
1654	п.Смышляевка,Магазин ""Магнит""	53.253882	50.378984
1655	п.Смышляевка,ул.Пионерская	53.252458	50.380572
1656	п.Смышляевка,ул.Пионерская	53.252972	50.380298
1657	п.Смышляевка,ул.Первомайская	53.252991	50.393130
1658	п.Смышляевка,ул.Первомайская	53.252682	50.391408
1659	п.Смышляевка,Аптека	53.253286	50.399433
1660	п.Смышляевка,Аптека	53.253119	50.399975
1661	п.Смышляека,Больница	53.247648	50.406916
1662	п.Смышляека,Больница	53.247625	50.407254
1663	п.Смышляевка,Школа	53.243847	50.401021
1664	п.Смышляевка,Школа	53.243851	50.401450
1665	п.Смышляевка,ул.Коммунистическая	53.241126	50.395093
1666	п.Смышляевка,ул.Коммунистическая	53.241097	50.395426
1667	п.Смышляевка(старая конечная)	53.234119	50.387229
1668	п.Смышляевка(старая конечная)	53.234109	50.387470
1669	п.Смышляевка	53.227506	50.378431
1670	с. Курумоч	53.488209	50.028477
1671	Пригородный автовокзал	53.192273	50.122767
1672	Совхоз ""Молодая Гвардия""	53.054403	50.015173
1673	п. Журавли (поворот)	52.996703	49.954544
1674	п. Журавли (поворот)	52.997516	49.956733
1675	п. Молодогвардейский	52.990181	49.934353
1676	п. Молодогвардейский	52.991214	49.938730
1677	Пестравский поворот	52.983806	49.877973
1678	Пестравский поворот	52.982960	49.881363
1679	п. Нагорный	52.997214	49.775587
1680	п. Нагорный	52.997049	49.775941
1681	4-я дачная	52.997152	49.762874
1682	4-я дачная	52.996943	49.760020
1683	3-я дачная	52.996907	49.753888
1684	3-я дачная	52.996755	49.753094
1685	2-я дачная	52.996749	49.747660
1686	2-я дачная	52.996594	49.746475
1687	1-я дачная	52.996523	49.738321
1688	1-я дачная	52.996377	49.737285
1689	СМУ	52.994347	49.723392
1690	СМУ	52.994734	49.724105
1691	ул. Володарского	52.987202	49.715873
1692	ул. Володарского	52.989078	49.718062
1693	Стадион ""Луч""	52.983448	49.711898
1694	ул. Куйбышева	52.979817	49.708047
1695	г. Чапаевск, автостанция	52.976804	49.703401
1696	Комсомольская площадь	52.981300	49.709838
1697	ул. Рабочая	52.985271	49.714044
1698	Нефтебаза	53.144496	49.999731
1699	Нефтебаза	53.145160	50.009956
1700	Пост ГИБДД	53.143138	49.987662
1701	Пост ГИБДД	53.143067	49.988305
1702	Дом отдыха ""Салют""	53.136719	49.972094
1703	Дом отдыха ""Салют""	53.138881	49.978413
1704	Озеро Орлово	53.129904	49.955110
1705	Озеро Орлово	53.129859	49.955861
1706	ЗАО ""НФТП""	53.116457	49.940605
1707	ЗАО ""НФТП""	53.116295	49.942590
1708	ул.Садово-Дачная	53.114851	49.945905
1709	ул.Садово-Дачная	53.114464	49.947471
1710	Гормолокозавод (39-й квартал)	53.108624	49.947718
1711	Гормолокозавод (39-й квартал)	53.108204	49.947922
1712	г. Самара, Автовокзал ""Центральный""	53.215272	50.185257
1713	ул.Ульяновская	53.251365	50.487794
1714	ул.Ульяновская	53.251015	50.487392
1715	ул.Ленина	53.248769	50.484157
1716	ул.Ленина	53.248615	50.484205
1717	Школа №8	53.248229	50.487944
1718	Школа №8	53.248123	50.487730
1719	ул.Советская	53.249049	50.493153
1720	ул.Советская	53.248975	50.492933
1721	ул.Школьная	53.250691	50.493851
1722	ул.Школьная	53.250765	50.493652
1723	ул.Октябрьская	53.254295	50.495487
1724	ул.Октябрьская	53.254331	50.495288
1725	Южный Город	53.107683	50.138179
1726	Южный Город, ул. Преображенская	53.111578	50.141502
1727	Южный Город, ул. Преображенская	53.110966	50.139839
1728	Южный Город, Николаевский пер.	53.113005	50.146792
1729	Южный Город, Николаевский пер.	53.113385	50.144898
1730	Южный Город, ул. Земская	53.115090	50.151987
1731	Южный Город, ул. Земская	53.115000	50.150925
1732	Южный Город, ул. Раздольная	53.116549	50.156837
1733	Южный Город, ул. Раздольная	53.116717	50.156214
1734	Южный Город, Спорткомплекс ""Южный""	53.117175	50.165098
1735	Южный Город, Спорткомплекс ""Южный""	53.117472	50.164679
1736	ст. Соцгород	53.114822	50.060089
1737	Южный Город	53.107424	50.137466
1738	Южный Город	53.107540	50.138815
1739	п.Нур	53.142292	50.594358
1740	п.Нур	53.142530	50.594316
1741	с. Берёзовый Гай	52.892581	50.226542
1742	с. Берёзовый Гай	52.892167	50.227271
1743	с.Спиридоновка, ул.Набережная	53.111695	50.638567
1744	с.Спиридоновка, ул.Набережная	53.111843	50.638781
1745	с.Спиридоновка, ул.Зеленая	53.105824	50.643486
1746	с. Сухая Вязовка	52.885006	50.221794
1747	с.Спиридоновка, ул.Зеленая	53.106024	50.643598
1748	с.Спиридоновка, ул.Рабочая	53.091126	50.649274
1749	с.Спиридоновка, ул.Рабочая	53.091538	50.649494
1750	с. Дубовый Умёт	52.972669	50.274822
1751	с.Спиридоновка, Администрация	53.087568	50.649730
1752	с. Дубовый Умёт	52.972954	50.275809
1753	с.Спиридоновка, Администрация	53.087642	50.649982
1754	с.Спиридоновка,ул.Комарова	53.081322	50.650395
1755	с.Спиридоновка,ул.Комарова	53.081473	50.650637
1756	п. Самарский (поворот)	53.030430	50.219032
1757	п. Самарский (поворот)	53.031773	50.218731
1758	с.Домашка, Почта	52.984793	50.773841
1759	с.Домашка, Почта	52.984955	50.774024
1760	с.Домашка, Школа	52.981173	50.777671
1761	АГЛОС (поворот)	53.054480	50.192081
1762	АГЛОС (поворот)	53.055848	50.191823
1763	п. Придорожный	53.084993	50.158371
1764	п. Придорожный	53.085354	50.158736
1765	Чугунов овраг	53.026129	50.224632
1766	Завод Экран (БТЭЦ)	53.192942	50.293463
1767	с.Черноречье(Совхоз Юбилейный)	53.160358	50.381632
1768	с.Черноречье(Совхоз Юбилейный)	53.160579	50.380688
1769	Совхоз Первомайский	52.983988	50.171560
1770	с.Лопатино	53.624448	50.614263
1771	Конезавод	53.583672	50.657946
1772	с.Хорошенькое	53.540670	50.594147
1773	Кривое Озеро	53.566550	50.519063
1774	Большая Раковка	53.690709	50.621653
1775	ул.Советской Армии	53.206497	50.213088
1776	ул.Карбышева	53.206202	50.203496
1777	ул.Карбышева	53.206149	50.204161
1778	ул.Ивана Булкина	53.205930	50.193594
1779	ул.Ивана Булкина	53.205869	50.194296
1780	ул.Авроры	53.205731	50.190112
1781	ТРК Космопорт	53.206032	50.197547
1782	ТРК Космопорт	53.205971	50.197740
1783	с.Большая Каменка	53.667328	50.510738
1784	с. Екатериновка	53.586103	50.295775
1785	с.Екатеринока	53.586120	50.295539
1786	с.Старый Буян	53.645454	50.243472
1787	с.Старый Буян	53.645581	50.243021
1788	с.Чубовка	53.397863	50.570956
1789	Ледовый дворец ""Кристалл""	53.310916	50.291162
1790	ЖК ""Новая Самара""	53.307278	50.289992
1791	ЖК ""Новая Самара""	53.309281	50.291365
1792	1-й квартал	53.302944	50.287337
1793	п.Подлесный	53.443769	50.528988
1794	п.Подлесный	53.444332	50.528988
1795	ул.Киевская	53.203488	50.149648
1796	6-й причал	53.183467	50.076261
1798	Пионерская	53.184397	50.079361
1799	Венцека	53.187034	50.079739
1800	ул. Некрасовская	53.189815	50.092335
1801	пр.Кирова/Площадь авиаконструктора Ильюшина	53.250639	50.221210
1802	пр.Кирова/Площадь авиаконструктора Ильюшина	53.251452	50.224079
1803	ул.Бубнова	53.252745	50.224686
1804	ул.Бубнова	53.253701	50.227808
1805	ул.Георгия Димитрова	53.255420	50.229031
1806	ул.Георгия Димитрова	53.256190	50.231885
1807	ул.Зои Космодемьянской	53.257604	50.232652
1808	ул.Зои Космодемьянской	53.258249	50.235296
1809	ул.Ташкентская	53.260190	50.236943
1810	ул.Ташкентская	53.259967	50.238067
1811	Больница им. Середавина	53.261266	50.240033
1812	16 км(ул.Дальняя)	53.263665	50.243413
1813	16 км(ул.Дальняя)	53.264218	50.245366
1814	ул.Алма-Атинская	53.270442	50.255901
1815	ул.Алма-Атинская	53.271101	50.258401
1816	Волжское шоссе	53.274359	50.263358
1817	18 км	53.276434	50.267059
1818	18 км	53.275044	50.266083
1819	ТРК ""Московский""	53.278353	50.271329
1820	ТРК ""Московский""	53.277233	50.270525
1821	Гипермаркет ""Castorama""	53.278613	50.274001
1822	ТЦ ""Metro Cash and Carry""	53.279990	50.275385
1823	19 км	53.286537	50.283104
1824	19 км	53.287047	50.284842
1825	ул.Совхозная	53.292907	50.284992
1826	ул.Совхозная	53.293452	50.286672
1827	п.Мехзавод	53.299406	50.287160
1828	п.Мехзавод	53.298434	50.288479
1829	1-й квартал	53.301585	50.287873
1830	1-й квартал	53.303451	50.289359
1831	ул.Банная	53.295775	50.285904
1832	Волжское шоссе	53.275359	50.263503
1833	18 км	53.276383	50.261260
1834	Площадь Сельского хозяйства	53.205791	50.125353
1835	ул.Первомайская-Технический университет	53.207369	50.129263
1836	ул.Первомайская-Технический университет	53.206980	50.127912
1837	ЛуначаскогоК-1	53.203592	50.158765
1838	ЛуначарскогоК-2	53.203650	50.160489
1839	Поселок	53.303118	50.241412
1840	Поселок	53.302111	50.241455
1841	Сорокины Хутора	53.307026	50.237625
1842	ул.Магистральная (пос.Сорокины Хутора)	53.296518	50.245146
1843	ул.Магистральная (пос.Сорокины Хутора)	53.294590	50.245746
1844	ул.Осипенко (Ст.м.Алабинская)	53.209011	50.132090
1845	Южный город(5-я очередь)	53.094059	50.163349
1846	МоскН	53.250775	50.221951
1847	МоскК	53.251499	50.223333
1848	КирН	53.250672	50.223076
1849	КирК	53.251608	50.222219
1850	Стадион	53.273153	50.255324
1851	Стадион	53.272770	50.253754
1852	Клинический госпиталь ""Мать и дитя""	53.292734	50.241527
1853	Клинический госпиталь ""Мать и дитя""	53.292823	50.242010
1854	СДТ Конезавод	53.636085	50.722986
1855	СДТ Конезавод	53.636428	50.722750
1856	Стадион	53.290414	50.233832
1857	Стадион	53.287688	50.234803
1858	Стадион ""Самара-Арена""	53.275808	50.252908
1859	Площадь Революции (Фан-зона)	53.186210	50.087536
1860	Парковка № 1	53.327584	50.301625
1861	ул.Казачья	53.156956	50.090613
1862	ул.Чистое Поле	53.157581	50.078167
1863	ул.Чистое Поле	53.157458	50.080388
1864	ул.Осетинская	53.156737	50.075507
1865	Ул.Ефрема Медведева	53.153305	50.074895
1866	Ул.Ефрема Медведева	53.153524	50.075421
1867	Софийская площадь	53.149833	50.074348
1868	Ул.Виталия Талабаева	53.144357	50.076386
1869	Ул.Виталия Талабаева	53.144673	50.076751
1870	Ул.Александра Солженицына	53.139610	50.077373
1871	Ул.Александра Солженицына	53.139611	50.077923
1872	Аэропорт Курумоч – Терминал № 1	53.513360	50.157453
1873	Автобусный терминал S1 и S7	53.276118	50.254694
1874	Северная парковка стадиона	53.281011	50.243053
1875	гтд	53.199045	50.131726
1876	ул. Галактионовская	53.192148	50.102281
1877	ул. Красноармейская	53.193641	50.103496
1878	ул. Красноармейская	53.193183	50.101878
1879	ул.Галактионовская	53.193227	50.101824
1880	ул.Галактионовская	53.192123	50.102182
1881	Нефтебаза	53.144559	50.002685
1882	СДМ Сухая Самарка	53.145345	50.009433
1883	СДМ Сухая Самарка	53.145206	50.010125
1884	ул.Батайская	53.393886	50.172007
1885	ул.Батайская	53.393729	50.171143
1886	Приволжский мкр.(ул.З.Космодемьянской)	53.260892	50.227470
1887	Магазин Магнит	53.390697	50.170003
1888	Магазин Магнит	53.390729	50.169885
1889	Кр.Глинка(на повороте)	53.385592	50.170197
1890	Автостанция Красная Глинка	53.384637	50.169191
1891	Спорткомплекс	53.347202	50.240216
1892	Спорткомплекс	53.346894	50.240940
1893	КТД	53.204878	50.236498
1894	Бетонная	53.463810	49.555281
1895	Опытный завод	53.464075	49.549874
1896	Площадь Никонова	53.464780	49.536227
1897	Зелёная улица	53.468528	49.537179
1898	Гидротехническая улица	53.470884	49.535398
1899	ТЦ Вертикаль	53.471550	49.532287
1900	улица Макарова	53.472609	49.528135
1901	Вокзальная	53.473641	49.524020
1902	Улица Куйбышева	53.475158	49.513715
1903	Школа № 14	53.477103	49.512068
1904	Посёлок Жигулёвское Море	53.482858	49.514418
1905	УТЭП	53.485703	49.510969
1906	Колхозный рынок	53.486672	49.489028
1907	АТК КуЭСП	53.486720	49.482712
1908	Молокозавод	53.486793	49.475840
1909	Улица Громовой	53.487172	49.470529
1910	Улица Механизаторов	53.487666	49.465347
1911	Спецавтохозяйство	53.511298	49.459682
1912	Национальный торговый банк	53.513329	49.450825
1913	Информцентр	53.514616	49.444206
1914	Политехнический колледж	53.515450	49.439839
1915	Военпроект	53.519322	49.432029
1916	ОАО Волгоцеммаш	53.521814	49.433375
1917	3-я проходная ВЦМ	53.527939	49.436792
1918	Химико-технологический колледж	53.536227	49.441255
1919	Завод СК	53.540364	49.443487
1920	Грузовое автохозяйство	53.543572	49.445268
1921	ТЭЦ	53.548536	49.447886
1922	Куйбышевазот	53.554956	49.451378
1923	Химэнергострой	53.562898	49.455519
1924	ОАО Фосфор	53.567532	49.457963
1925	ОАО Фосфор	53.567373	49.457394
1926	Химэнергострой	53.562889	49.455098
1927	Куйбышевазот	53.555585	49.451171
1928	ТЭЦ	53.548173	49.447180
1929	Грузовое автохозяйство	53.544686	49.445260
1930	Завод СК	53.540014	49.442835
1931	Химико-технологический колледж	53.535877	49.440571
1932	3-я проходная ВЦМ	53.528124	49.436398
1933	ОАО Волгоцеммаш	53.522833	49.433555
1934	Военпроект	53.518854	49.431430
1935	Политехнический колледж	53.514942	49.440217
1936	Информцентр	53.514172	49.444251
1937	Национальный торговый банк	53.512917	49.451150
1938	Спецавтохозяйство	53.511535	49.456697
1939	Улица Механизаторов	53.487602	49.464365
1940	Улица Громовой	53.487019	49.469982
1941	Молокозавод	53.486470	49.478318
1942	АТК КуЭСП	53.486432	49.483688
1943	Колхозный рынок	53.486426	49.490157
1944	УТЭП	53.486317	49.508584
1945	Посёлок Жигулёвское Море	53.483462	49.514115
1946	Поликлиника	53.479307	49.515799
1947	Железнодорожная улица	53.476400	49.522494
1948	Вокзальная	53.473271	49.524533
1949	Улица Макарова	53.471682	49.530455
1950	Гидротехническая улица	53.470445	49.536431
1951	Зелёная улица	53.468322	49.536463
1952	Площадь Никонова	53.464592	49.535851
1953	Опытный завод	53.463859	49.550024
1954	Бетонная	53.463629	49.555625
1955	Новозаводская улица	53.533478	49.436167
1956	Октябрьская улица	53.532472	49.427241
1957	Украинская улица	53.531600	49.419516
1958	Кинотеатр Авангард	53.530645	49.410944
1959	Улица Крупской	53.529745	49.403498
1960	Магазин Автолюбитель	53.529381	49.397795
1961	Многопрофильная больница	53.530457	49.396733
1962	Улица Мичурина	53.535143	49.395344
1963	Улица Льва Толстого	53.539035	49.401331
1964	Гостиница Ставрополь	53.539801	49.408202
1965	Колледж	53.536614	49.410037
1966	Школа № 27	53.533888	49.410912
1967	Техучилище	53.530605	49.413084
1968	Украинская улица	53.531147	49.417880
1969	Октябрьская улица	53.532120	49.426452
1970	Новозаводская улица	53.533046	49.434826
1971	Отделение слвхоза Волгарь	53.146902	49.981939
1972	Отделение совхоза Волгарь	53.146625	49.981842
1973	Водозабор	53.151585	49.979739
1974	Водозабор	53.151489	49.979385
1975	Насосная НХК	53.154039	49.972959
1976	Насосная НХК	53.153131	49.974354
1977	СНТ Ветляное	53.153753	49.970094
1978	СНТ Ветляное	53.153588	49.969708
1979	Школа	53.153753	49.959644
1980	Школа	53.153733	49.960277
1981	Кооператив Лесной	53.156175	49.955938
1982	Кооператив Лесной	53.156123	49.955777
1983	Дачная	53.157920	49.951710
1984	Дачная	53.157849	49.951469
1985	Поселок Гранный	53.158902	49.946888
1986	Поселок Гранный	53.158570	49.946770
1987	ул.Полтавская	53.377631	50.171041
1988	ул.Полтавская	53.375761	50.172157
1989	Клинический госпиталь Мать и Дитя	53.292096	50.239787
1990	Клинический госпиталь Мать и Дитя	53.292205	50.240538
1991	Железнодорожный вокзал	53.187940	50.125883
1992	ул.Новосельская	53.129190	50.236670
1993	ул.Новосельская	53.129344	50.236230
1994	ул.Сергея Лазо	53.346447	50.208373
1995	ул.Сергея Лазо	53.346325	50.208636
1996	Детский образовательный центр	53.239699	50.307748
1997	Детский образовательный центр	53.240033	50.308671
1998	Стадион Самара-Арена/Агропарк Самара	53.274544	50.252935
1999	пос.Мехзавод	53.297715	50.286806
2000	Рощинский	53.053515	50.495785
2001	Просвет	53.016876	50.489101
2002	Просвет	53.017303	50.489036
2003	ул.Самарская	53.013348	50.493521
2004	ул.Самарская	53.013645	50.493800
2005	ул.Садовая	53.012224	50.495044
2006	ул.Садовая	53.012095	50.495538
2007	пос.Управленческий	53.346244	50.221306
2008	СПТУ-50 (ДК)	53.301172	50.283909
2009	Коттеджный поселок Самарский	53.031587	50.226145
2010	поселок Самарский	53.038649	50.243011
2011	ул.Климова	53.299644	50.366089
2012	ул.Климова	53.299516	50.365918
2013	Дубовый Гай	53.308839	50.350313
2014	Дубовый Гай	53.308798	50.350045
2015	Микрорайон Кошелев парк-1	53.312128	50.340678
2016	Микрорайон Кошелев парк-1	53.311724	50.341472
2017	Микрорайон Кошелев парк-2	53.309106	50.337583
2018	Микрорайон Кошелев парк-2	53.310177	50.338130
2019	ул.Академика Дмитрия Козлова	53.303490	50.337143
2020	ул.Академика Дмитрия Козлова	53.305225	50.337765
2021	Школа №7- корпус 2	53.296493	50.331014
2022	Школа №7- корпус 2	53.297164	50.332307
2023	ул.Веры Ершовой	53.295800	50.325768
2024	ул.Веры Ершовой	53.295126	50.326127
2025	ул.Петра Монастырского	53.299304	50.318837
2026	ул.Петра Монастырского	53.298153	50.320183
2027	Квартал Баварская деревня	53.306242	50.312486
2028	Квартал Баварская деревня	53.305408	50.312239
2029	Микрорайон Крутые Ключи	53.309556	50.310264
2030	ул.Владимирская	53.192033	50.141242
2031	ул.Ленинградская	53.183007	50.106288
2032	ул.Воронежская	53.216281	50.256752
2033	Южный город	53.107430	50.139072
2034	ул. Преображенская	53.111352	50.141903
2035	Николаевский пер.	53.112846	50.146972
2036	ул. Земская	53.115022	50.151888
