ss_id	ss_name	ss_lat	ss_long
786	Площадь Революции	53.185223	50.088840
787	Сорокины Хутора	53.306685	50.230725
788	Сорокины Хутора	53.306659	50.231219
789	Кладбище Сорокины Хутора	53.295174	50.224942
790	Кладбище Сорокины Хутора	53.295418	50.225318
791	Дачи	53.291085	50.223827
792	Дачи	53.290500	50.224213
793	Пионерлагерь им.Гагарина	53.279409	50.228837
794	Пионерлагерь им.Гагарина	53.279686	50.229127
795	Турбаза Дубки	53.273088	50.224996
796	Турбаза Дубки	53.273442	50.225651
797	ул.Демократическая	53.267316	50.220365
798	ул.Демократическая	53.267500	50.220927
799	ул.Георгия Димитрова	53.263909	50.217773
800	ул.Георгия Димитрова	53.264715	50.218701
801	пр.Кирова	53.262221	50.216371
802	пр.Кирова	53.261991	50.216430
803	Барбошина поляна	53.258387	50.213029
804	Барбошина поляна	53.258435	50.213398
805	ТЦ Пирамида	53.254928	50.209944
806	ТЦ Пирамида	53.255038	50.210469
807	ул.Аминева	53.251525	50.206961
808	ул.Аминева	53.251184	50.207122
809	Солнечная	53.246005	50.202243
810	Солнечная	53.245768	50.202394
811	Детская больница	53.241221	50.198048
812	Детская больница	53.241716	50.198917
813	Завод Тарасова	53.237623	50.192759
814	Завод Тарасова	53.237791	50.194251
815	ДК Современник	53.232782	50.183414
816	ДК Современник	53.232859	50.184240
817	ЦПКиО	53.228321	50.175282
818	ЦПКиО	53.226441	50.174391
819	ул.Гастелло	53.230625	50.180764
820	Университет-Глазная больница	53.225217	50.170765
821	Университет-Глазная больница	53.223318	50.169628
822	Постников овраг	53.219869	50.163319
823	Постников овраг	53.219651	50.163319
824	ул.Николая Панова	53.219966	50.156152
825	ул.Николая Панова	53.219386	50.155342
826	Барбошина поляна	53.259972	50.216303
827	ул. Георгия Димитрова	53.264875	50.216979
828	ул. Сквозная	53.265054	50.209405
829	ул. Сквозная	53.264916	50.209373
830	Турбаза Волга	53.267836	50.199797
831	Турбаза Волга	53.267586	50.200028
832	Автошкола	53.270393	50.195892
833	Автошкола	53.270525	50.195490
834	Санаторий  Самарский	53.274753	50.190978
835	Санаторий  Самарский	53.275029	50.190474
837	СЗКС	53.193052	50.274536
838	41 км	53.393715	50.155159
839	41 км	53.393875	50.154601
840	Холодильник № 2	53.403413	50.147134
841	Холодильник № 2	53.403189	50.146716
842	Река Сок	53.408997	50.142757
843	Река Сок	53.408607	50.141866
844	пос.Волжский	53.426647	50.121174
845	пос.Волжский	53.425887	50.121828
846	Переезд	53.438736	50.109791
847	Переезд	53.438573	50.109614
848	Cтанция Курумоч	53.465412	50.074886
849	Cтанция Курумоч	53.462313	50.077418
850	Курумоч 1	53.482464	50.044502
851	Курумоч 1	53.481594	50.044974
852	Курумоч 2	53.484397	50.028666
853	Курумоч 2	53.483936	50.028859
854	Поворот на Прибрежный	53.517220	49.849881
855	Поворот на Прибрежный	53.516518	49.850417
856	пос.Винтай	53.516161	49.835805
857	пос.Винтай	53.516454	49.840590
858	Пионерлагерь Орленок	53.514910	49.850954
859	Пионерлагерь Орленок	53.515370	49.851791
860	пос.Прибрежный	53.485493	49.845926
862	Магазин Ровесник	53.250510	50.257398
863	пр. Карла Маркса	53.249921	50.264871
864	ТЭЦ	53.252011	50.272737
865	ТЭЦ	53.251947	50.272273
866	Столовая	53.255653	50.280696
867	Столовая	53.255432	50.279955
868	Ракитовский рынок	53.259464	50.289359
869	Ракитовский рынок	53.259971	50.289831
870	СУМР-1	53.256871	50.298232
871	СУМР-1	53.257102	50.298564
872	ул.Чекистов	53.252539	50.309401
873	Трест № 90	53.251335	50.359000
874	ул.Софьи Перовской	53.251948	50.348679
875	Школа № 98	53.252860	50.338690
876	ул.Мелекесская	53.254898	50.315650
877	ул.Магистральная	53.254400	50.310988
878	ул.Кабельная	53.201953	50.264409
879	Заводское шоссе	53.201984	50.264555
880	Красное озеро	53.199127	50.267611
881	Красное озеро	53.199182	50.267723
882	ул. Софьи Перовской	53.251693	50.347509
883	Трест № 90	53.251341	50.356972
884	ул.Транзитная	53.243810	50.337591
885	ул.Цеховая	53.248073	50.338342
886	Завод Электрощит	53.382954	50.165902
887	Автостанция Аврора	53.189924	50.191008
888	СНТ Василек	53.095042	50.238574
889	Мехзавод	53.299378	50.287347
890	Новосемейкино	53.390423	50.322035
891	Новосемейкино	53.390144	50.320978
892	КДП Новосемейкино	53.402380	50.331980
893	КДП Новосемейкино	53.402470	50.331490
894	Сокский-1	53.421410	50.324950
895	Сокский-1	53.421960	50.324647
896	Подстанция	53.445600	50.258520
897	Подстанция	53.445571	50.258720
898	Дачная 2	53.443350	50.253470
899	Дачная 2	53.443390	50.253291
900	Дачная 3	53.441470	50.249740
901	Дачная 3	53.441385	50.249638
902	Водопроводная	53.440440	50.246480
903	Водопроводная	53.440594	50.246553
904	Дачная 5	53.440505	50.241908
905	Дачная 5	53.440483	50.242128
906	Дачная 6	53.438450	50.243170
907	Дачная 6	53.438593	50.243206
908	Сокские дачи(Яблонька)	53.437060	50.247280
909	1-я дачная	53.401257	50.322718
910	1-я дачная	53.401238	50.322466
911	2-я дачная	53.404255	50.315859
912	2-я дачная	53.404114	50.315894
913	4-я дачная	53.406773	50.307467
914	4-я дачная	53.406640	50.307416
915	Пионерлагерь	53.409212	50.299299
916	Пионерлагерь	53.409092	50.299262
917	5-я дачная	53.410948	50.293785
918	5-я дачная	53.410848	50.293629
919	Старосемейкинские дачи	53.411880	50.288050
920	3-я дачная	53.405486	50.311747
921	3-я дачная	53.405374	50.311656
922	14-й микрорайон	53.254874	50.231590
923	66-й квартал	53.235937	50.262762
924	66-й квартал	53.236236	50.263870
925	ул.Советская	53.234373	50.259313
926	14-й микрорайон	53.255107	50.231657
927	ул.Советская	53.234344	50.259683
928	ул.Волочаевская	53.232100	50.254378
929	ул.Волочаевская	53.231946	50.254490
930	ул.Ставропольская	53.230045	50.250301
931	Чубовский поворот	53.472942	50.404184
932	Чубовский поворот	53.473103	50.402972
933	Красноярские дачи	53.512432	50.492601
934	Сталелитейный завод	53.194166	50.245406
935	Сталелитейный завод	53.194388	50.245615
936	Мясокомбинат	53.188272	50.244649
937	Мясокомбинат	53.188530	50.244985
938	Дрожжевой завод	53.183617	50.241930
939	Дрожжевой завод	53.183550	50.241340
940	пос.Мясокомбинат	53.184051	50.237568
941	пос.Мясокомбинат	53.183945	50.237402
942	ул.Призаводская	53.184675	50.232086
943	ул.Призаводская	53.184466	50.232016
944	Институт Индустройпроект	53.186281	50.231475
945	Березовый овраг(Развилка)	53.063458	50.374573
946	Березовый овраг(Развилка)	53.063375	50.374414
947	49-й километр (Чёрновский массив 1)	53.070985	50.382638
948	49-й километр (Чёрновский массив 1)	53.070481	50.382037
949	47-й километр (Чёрновский массив 2)	53.082293	50.391034
950	47-й километр (Чёрновский массив 2)	53.081680	50.390315
951	46-й километр (Чёрновский массив 3)	53.094462	50.400134
952	46-й километр (Чёрновский массив 3)	53.094372	50.399764
953	45-й километр (Чёрновский массив4)	53.099069	50.403517
954	45-й километр (Чёрновский массив4)	53.098624	50.402943
955	43-й километр(Чёрновский массив 5)	53.115648	50.414653
956	43-й километр (Чёрновский массив 5)	53.115203	50.414133
957	42-й километр	53.125294	50.420001
958	42-й километр	53.124781	50.419460
959	Чёрновский массив	53.129637	50.421670
960	Кислородный завод	53.206157	50.303540
961	Кислородный завод	53.206285	50.303197
962	пос.Чкалова 1	53.208070	50.322281
963	пос.Чкалова 1	53.208212	50.322382
964	пос.Чкалова 2	53.211347	50.327784
965	пос.Чкалова 2	53.211428	50.327602
966	пос.Падовка	53.222185	50.337821
967	Автостанция Вольская	53.224693	50.256293
968	с.Николаевка	53.088152	50.309355
969	с.Николаевка	53.088291	50.309360
970	Троллейбусное депо № 2	53.203483	50.231957
971	Троллейбусное депо № 2	53.203303	50.231593
972	АТП 5	53.238671	50.262805
973	ул.Нефтяников	53.115388	50.084701
974	Поворот на Журавли	52.996048	49.955360
975	СДМ Новая деревня	52.962057	49.891058
976	Воскресенка	53.069415	50.026556
977	Воскресенка	53.069646	50.027077
978	Кряж	53.135542	50.102946
979	ул.Бакинская	53.119245	50.086488
980	Жилгородок	53.438485	50.124583
981	Жилгородок	53.436976	50.124175
982	Радиоцентр	53.456286	50.126879
983	Радиоцентр	53.455392	50.125999
984	Аэропорт Курумоч	53.510385	50.142168
985	Аэропорт Курумоч	53.511305	50.143830
986	пос.Береза	53.515820	50.140121
987	51-й километр	53.044742	50.359587
989	53-й километр	53.040309	50.352458
990	54-й километр	53.039543	50.338140
991	Берёзовский массив	53.035089	50.322234
992	СНТ Берёзовский	53.022550	50.299109
993	51-й километр	53.044690	50.359753
994	53-й километр	53.040197	50.352522
995	54-й километр	53.039434	50.338156
996	Берёзовский массив	53.035011	50.322395
997	Чубовские дачи	53.462789	50.487376
998	Берёзки(Аглосские дачи)	53.011668	50.153316
999	СДМ АГЛОС	53.012943	50.139295
1000	Берёзки	53.014667	50.139424
1001	Аглосские дачи 1	53.013678	50.147592
1002	Аглосские дачи 2	53.012946	50.153085
1003	Яицкий	53.111519	50.165119
1004	Яицкий	53.111893	50.165425
1005	Аглос	53.042851	50.178734
1006	Аглос	53.042696	50.178938
1007	СДТ Конезавод	53.635575	50.723603
1008	ул.Демократическая	53.263839	50.220319
1009	ул.Демократическая	53.263899	50.219681
1010	ул.Тополей	53.262779	50.223431
1011	ул.Тополей	53.262365	50.223613
1012	9-я просека	53.264069	50.210948
1013	9-я просека	53.264961	50.211994
1014	Онкоцентр	53.260334	50.207380
1015	Онкоцентр	53.261033	50.208276
1016	ул.Губанова	53.254645	50.202493
1017	ул.Губанова	53.254247	50.202740
1018	СДМ Новая Орловка	53.622246	50.829017
1019	ул.Ново-Вокзальная	53.249080	50.199113
1020	ул.Ново-Вокзальная	53.249882	50.200444
1021	Школа №149	53.246512	50.194886
1022	Школа №149	53.246929	50.196163
1023	ул.Шверника	53.243668	50.190606
1024	ул.Солнечная	53.240931	50.188947
1025	ул.Ново-Садовая	53.237566	50.190546
1026	ул.Соколова	53.213647	50.141859
1027	Октябрьская набережная	53.215516	50.132267
1028	ул.Осипенко	53.213351	50.128104
1029	5-й километр	53.400060	50.412207
1030	5-й километр	53.400063	50.412041
1031	ул.XXII Партсъезда	53.237813	50.190584
1032	СДТ Водинка	53.417098	50.417344
1033	Домашка	52.981615	50.766824
1034	Домашка	52.981602	50.766202
1035	СНТ Крестьянский	53.031605	50.746332
1036	Бор 1	53.575411	50.086579
1037	Бор 1	53.575405	50.086412
1038	Бор 2	53.578520	50.085018
1039	Бор 2	53.578498	50.084841
1040	ДМ Сосновый Бор	53.591092	50.078546
1041	Белозёрки	53.439303	50.373814
1042	Белозёрки	53.439330	50.373661
1043	Грачёвские дачи	53.598120	50.568620
1044	СДТ Исторический Вал	53.399569	50.461830
1045	6-й километр	53.397980	50.422340
1046	6-й километр	53.398002	50.422552
1047	Газопровод 1	53.399233	50.437862
1048	Газопровод 1	53.399355	50.437908
1049	Газопровод 2	53.404957	50.451858
1050	Газопровод 2	53.405044	50.451745
1051	СДТ Белозёрки	53.422200	50.476770
1052	СПТУ-50	53.303579	50.282718
1053	Падовка	53.266722	50.400971
1054	Падовка	53.267020	50.400880
1055	Спутник	53.260914	50.415348
1056	Спутник	53.261411	50.415235
1057	25-й километр	53.258313	50.428705
1058	25-й километр	53.258866	50.421774
1059	1-я дачная	53.258627	50.437750
1060	1-я дачная	53.258891	50.435593
1061	2-я дачная	53.258897	50.446547
1062	2-я дачная	53.259159	50.446038
1063	3-я дачная (Алексеевские дачи)	53.259569	50.457520
1065	КПП Смышляевка	53.263182	50.384543
1066	КПП Смышляевка	53.263246	50.383953
1067	32-й километр(Советы)	53.261865	50.521317
1068	32-й километр(Советы)	53.262275	50.520759
1069	СДТ Советы	53.264754	50.522749
1070	ул.Физкультурная	53.218000	50.265198
1071	ул.Пензенская	53.193665	50.146719
1072	ул.Дачная	53.194073	50.147945
1073	ул.Владимирская	53.191895	50.142428
1074	ул.Пензенская	53.191646	50.142229
1075	Крымская площадь	53.189266	50.137857
1076	ул.Пензенская	53.189035	50.138050
1077	Ильинская площадь	53.189864	50.115005
1078	Станция метро Московская	53.202762	50.160263
1079	Водинские дачи (КПП)	53.410970	50.460520
1080	СДТ Зелёная Роща (Северный КПП)	53.346498	50.410885
1081	СДТ Зелёная Роща (Северный КПП)	53.346463	50.410745
1082	28-я Рощинская (Пятачок)	53.331798	50.395639
1083	28-я Рощинская (Пятачок)	53.331708	50.395736
1084	СДТ Зеленая Роща (Южный КПП)	53.326242	50.375638
1085	3-я дачная (Алексеевские дачи)	53.259803	50.457263
1086	Тургеневские дачи	53.279498	50.862622
1087	Учхоз Кинель	53.250163	50.649553
1088	Учхоз Кинель	53.250263	50.649623
1089	СДМ Юбилейный	53.180878	50.449082
1090	Студенцы	53.272790	50.611396
1091	Студенцы	53.272857	50.611246
1092	Воинская часть	53.273990	50.627335
1093	Воинская часть	53.274061	50.627276
1094	1-я дачная(Мостик)	53.277183	50.633725
1095	1-я дачная(Мостик)	53.277251	50.633671
1096	2-я дачная	53.280574	50.640934
1097	2-я дачная	53.280661	50.640848
1098	Мельница	53.284416	50.653240
1099	Мельница	53.284493	50.653224
1100	3-я дачная	53.285561	50.668400
1101	3-я дачная	53.285638	50.668378
1102	Насосная станция	53.294963	50.717366
1103	Насосная станция	53.295050	50.717425
1104	пос.Гвардейцы	53.298088	50.770915
1105	СДМ Алакаевский	53.421890	50.744525
1106	СДМ Старая Бинарадка	53.563653	49.970286
1107	ул.Заливная	53.160865	50.075828
1108	ул.Заливная	53.161341	50.075989
1109	ул.Обувная	53.152424	50.068227
1110	ул.Обувная	53.152934	50.068769
1111	Приволжский микрорайон	53.252013	50.221633
1112	Приволжский микрорайон	53.252102	50.222233
1113	Стадион Динамо	53.187786	50.109494
1114	Стадион Динамо	53.187561	50.109473
1115	ул.Ленинградская	53.184086	50.106866
1116	ул.Братьев Коростелевых	53.183867	50.105846
1117	Клуб Дзержинского	53.183594	50.084501
1118	Клуб Дзержинского	53.183752	50.083477
1119	Площадь Дзержинского	53.180113	50.079019
1120	Хлебная площадь	53.177916	50.081267
1121	ул.Водников	53.179917	50.076401
1122	ул.Грозненская	53.102468	50.076921
1123	Расширение	53.097678	50.072716
1124	Расширение	53.097307	50.072190
1125	Барбошина поляна	53.259456	50.216317
1126	Стромилово	53.088815	50.064552
1127	Стромилово	53.088805	50.064681
1128	Стромиловское кладбище/дачи (11-й километр)	53.084312	50.067192
1129	Стромиловские дачи	53.051152	50.066639
1130	Стромиловское кладбище/дачи (11-й километр)	53.084616	50.066913
1131	Преображенка	53.081200	50.121619
1132	Преображенка	53.081123	50.122617
1133	Верхняя Подстёпновка	53.080881	50.089089
1134	Верхняя Подстёпновка	53.080700	50.090334
1135	Поворот на Журавли	52.996002	49.955193
1136	СДМ Журавли (Баки)	52.963367	49.945881
1137	СДМ Журавли (Баки)	52.963395	49.946026
1138	СДМ Журавли (Хоз.двор)	52.951339	49.947522
1139	Радиоцентр	53.085309	50.158285
1140	Радиоцентр	53.085554	50.158435
1141	Октябрьские дачи	53.019717	50.243268
1142	Кряж	53.135362	50.104728
1143	ул.Ново-Садовая	53.216393	50.149700
1144	ул.Антонова-Овсеенко	53.211696	50.212871
1145	ул.Антонова-Овсеенко	53.211292	50.213359
1146	ул.Дыбенко	53.205717	50.213471
1147	ул.Дыбенко	53.206880	50.213729
1148	Администрация Советского района	53.200239	50.213943
1149	Администрация Советского района	53.200110	50.214292
1150	ул.Аэродромная	53.192340	50.211374
1151	ул.Промышленности	53.192166	50.210977
1152	Парк Победы	53.192163	50.206256
1153	Парк Победы	53.192066	50.206042
1154	ул.Энтузиастов	53.191918	50.198252
1155	ул.Энтузиастов	53.191844	50.198177
1156	Дом Молодежи	53.191045	50.179249
1157	15-й А микрорайон	53.249619	50.264935
1158	Универмаг Юность	53.185593	50.099217
1159	ул.Высоцкого	53.186512	50.098602
1160	ул.Самарская	53.185320	50.100531
1161	ул.Молодогвардейская	53.188760	50.098118
1162	ул.Куйбышева	53.190341	50.091435
1163	ул.Кутякова	53.177360	50.074683
1164	ул.Крупской	53.179903	50.076506
1165	Площадь Дзержинского	53.180096	50.079127
1166	ул.Молодогвардейская	53.188679	50.096846
1167	ул.Ленинградская	53.185616	50.100150
1168	6 причал	53.183832	50.076056
1169	ул.Ташкентская	53.249429	50.249872
1170	ул.Свободы	53.238878	50.283716
1171	ул.Свободы	53.238878	50.284735
1172	ул.Олимпийская	53.238203	50.286752
1173	ул.Олимпийская	53.238321	50.287160
1174	Автомагазин	53.212171	50.202377
1175	Автомагазин	53.211811	50.201949
1176	ул. Водников	53.180374	50.076594
1177	ул.Советской Армии	53.195006	50.217625
1178	ул.Советской Армии	53.194438	50.217159
1179	ул.Промышленности	53.202032	50.230121
1181	ул.Ташкентская	53.267356	50.226685
1182	ул.Ташкентская	53.267533	50.226873
1183	ул.Силина	53.264225	50.232988
1184	ул.Силина	53.264286	50.233202
1185	Московское шоссе	53.261152	50.238257
1186	Московское шоссе	53.261332	50.238621
1187	Больница калинина	53.258072	50.243280
1188	Больница калинина	53.258264	50.243644
1189	ул.Лесная	53.255299	50.245829
1190	ул.Лесная	53.255453	50.246236
1191	ул.Стара-Загора	53.248739	50.247264
1192	ул.Стара-Загора	53.248341	50.248025
1193	15-й микрорайон	53.244262	50.252308
1194	пр.Карла Маркса	53.241380	50.255273
1195	пр.Карла Маркса	53.241357	50.255434
1196	ул.Черемшанская	53.238686	50.255300
1197	ул.Черемшанская	53.238757	50.255359
1198	ул.Ставропольская	53.235026	50.259905
1199	пр.Кирова	53.229802	50.248956
1200	пр.Кирова	53.230001	50.249877
1201	ул.Воронежская	53.226895	50.242929
1202	ул.Воронежская	53.227197	50.243957
1203	ул.Ново-вокзальная	53.223606	50.235754
1204	ул.Ново-вокзальная	53.223000	50.234862
1205	Госпиталь ВОВ	53.216754	50.222003
1206	Госпиталь ВОВ	53.217024	50.222495
1217	ул.Дачная	53.194465	50.151415
1218	музей им.П.В.Алабина	53.191887	50.107595
1219	музей им.П.В.Алабина	53.191347	50.108741
1220	ул.Льва Толстого	53.190897	50.101233
1221	ул.Льва Толстого	53.190228	50.101383
1222	ул.Некрасовская	53.188480	50.099626
1223	ул.Ленинградская	53.186156	50.098009
1224	Троицкий рынок	53.184158	50.096690
1225	Троицкий рынок	53.184351	50.097204
1226	ул.Чапаевская	53.184479	50.092620
1227	ул.Чапаевская	53.184557	50.091335
1228	ул.Пионерская	53.182366	50.087740
1229	Хлебная площадь	53.178894	50.080680
1230	Хлебная площадь	53.178553	50.080000
1231	ул.Пионерская	53.182211	50.088132
1232	ул.Венцека	53.184809	50.089717
1233	ул.Галактионовская	53.183446	50.095757
1234	пер.им.Высоцкого	53.186673	50.098713
1235	Дом Молодежи	53.191239	50.178289
1236	ул.Дзержинского	53.191229	50.175054
1237	ул.Дзержинского	53.191107	50.173236
1238	Мебельный комбинат	53.191697	50.168805
1239	Мебельный комбинат	53.191935	50.168016
1240	Техникум легкой промышленности	53.194658	50.162287
1241	Техникум легкой промышленности	53.194516	50.162399
1242	ул.Тухачевского	53.196848	50.157443
1243	ул.Тухачевского	53.196761	50.157298
1244	ул.Чернореченская	53.195143	50.137426
1245	ул.Чернореченская	53.195375	50.137008
1246	Завод Тарасова	53.237675	50.194326
1247	ТЦ Апельсин	53.235890	50.191338
1248	ТЦ Апельсин	53.236070	50.190481
1249	ул.Советской Армии	53.234298	50.186874
1250	ул.Гастелло	53.231226	50.182166
1252	ул.Потапова	53.228394	50.177873
1253	ЦПКиО	53.226692	50.175397
1254	Университет - Глазная больница	53.223267	50.170195
1255	Постников овраг	53.219516	50.163287
1256	ул.Николая Панова	53.218623	50.153969
1257	КРЦ Звезда	53.215401	50.147025
1258	ул.Галактионовская	53.205942	50.123100
1259	Дворец спорта и цирк	53.203182	50.115907
1260	Самарская площадь	53.201237	50.111184
1261	ул.Вилоновская	53.197265	50.105636
1262	ул.Красноармейская	53.193395	50.102970
1265	ул.Фадеева	53.237830	50.215691
1266	ул.Мичурина	53.218833	50.171089
1267	ул.Гая	53.216662	50.174023
1268	Московское шоссе	53.212936	50.178821
1269	Авторемонтный завод	53.210379	50.183020
1270	Дом печати	53.212100	50.188610
1271	ул.Советской Армии	53.213412	50.213816
1274	ул.Советской Армии	53.213425	50.213355
1275	Педуниверситет	53.212627	50.209617
1276	ул.Карбышева	53.212355	50.203246
1277	ул.Ивана Булкина	53.212090	50.194060
1278	Дом печати	53.212152	50.188192
1279	Авторемонтный завод	53.210636	50.183073
1280	Московское шоссе	53.212936	50.179325
1281	ул.Гая	53.216688	50.174484
1282	ул.Мичурина	53.219068	50.170875
1283	Костромской переулок	53.215001	50.290805
1284	Восточный поселок	53.223612	50.287186
1285	Восточный поселок	53.223680	50.287240
1286	ул.Каховская	53.220555	50.265435
1287	станция метро Юнгородок	53.212471	50.283332
1288	станция метро Юнгородок	53.212336	50.283568
1289	ул.Солнечная	53.245729	50.202481
1290	ул.Солнечная	53.245665	50.202486
1291	Детская больница	53.241386	50.198853
1292	Детская больница	53.241493	50.198846
1293	ул.Советской Армии	53.233450	50.185599
1294	Дворец спорта и цирк	53.202794	50.115356
1295	ул.Полевая	53.205788	50.121970
1296	Самарская площадь	53.201187	50.111732
1297	ул.Вилоновская	53.196850	50.105697
1298	ул.Красноармейская	53.193176	50.103238
1299	ул.Чапаевская	53.184263	50.091778
1300	ул.Фрунзе	53.185028	50.090107
1301	пр.Юных Пионеров	53.232384	50.263176
1302	пр.Юных Пионеров	53.232846	50.262940
1303	пр.Металлургов	53.229301	50.267031
1304	пр.Металлургов	53.229070	50.267760
1305	ул.Победы	53.225383	50.272065
1306	ул.Советская	53.225332	50.272472
1307	БТЭЦ	53.193208	50.293449
1308	ул.Ставропольская	53.234602	50.260655
1309	ул.Демократическая	53.267101	50.220879
1310	ул.Георгия Димитрова	53.264060	50.218562
1311	пр.Кирова	53.261405	50.216261
1312	пр.Кирова	53.261405	50.216058
1313	Сквер Мичурина	53.199842	50.130197
1314	ТЦ Аквариум	53.201390	50.135649
1315	ТЦ Аквариум	53.201458	50.135741
1316	ул.Чернореченская	53.197756	50.140036
1317	ул.Клиническая	53.197785	50.140132
1318	Универсам Мичуринский	53.199194	50.145705
1319	Универсам Мичуринский	53.199337	50.145541
1320	ул.Пролетарская	53.201151	50.151357
1321	ул.Пролетарская	53.201175	50.151556
1322	пр.Карла Маркса	53.197885	50.155147
1323	пр.Карла Маркса	53.197950	50.155376
1324	15 микрорайон	53.244714	50.251318
1325	Барбошина поляна	53.258290	50.213366
1326	Барбошина поляна	53.258444	50.213623
1327	ул.22 Партсъезда	53.217306	50.222297
1328	ул.22 Партсъезда	53.217296	50.222104
1329	Школа	53.218975	50.225740
1330	Школа	53.219058	50.226222
1331	ул.Тухачевского	53.195627	50.156225
1333	ул.Пионерская	53.182263	50.089614
1334	Стадион Металлург	53.240764	50.275613
1335	ул.Елизарова	53.227656	50.280496
1336	Средневолжская	53.233814	50.286404
1337	Средневолжская	53.233779	50.286248
1338	ул.Алма-Атинская	53.237590	50.288706
1339	ул.Физкультурная	53.202894	50.231668
1340	22 Партсъезда	53.205163	50.235952
1341	ул.Солнечная	53.246352	50.203818
1342	ул.Солнечная	53.246801	50.203464
1343	Южный город	53.113428	50.163757
1344	ул.Аминева	53.251154	50.207268
1345	ТЦ Пирамида	53.254926	50.210521
1346	ул.Венцека	53.185185	50.089813
1347	ТЦ Мега	53.327059	50.302497
1348	ул.Дмитрия Устинова	53.323437	50.306284
1349	Постников овраг	53.219295	50.166933
1350	Постников овраг	53.219425	50.166914
1351	ул.Тухачевского	53.195767	50.156236
1352	ул.22 Партсъезда	53.216740	50.222248
1353	ул.Аминева	53.251250	50.207237
1354	ТЦ Пирамида	53.255427	50.210844
1355	ТЦ Мегамебель-1	53.187616	50.150595
1356	ТЦ Мегамебель-1	53.187520	50.150391
1358	ул.Владимирская	53.191305	50.141376
1359	Онкоцентр	53.260253	50.209014
1360	ул.Пионерская	53.181925	50.087804
1361	ул.Пионерская	53.181999	50.087708
1362	Хлебная площадь	53.177958	50.081104
1363	Троицкий рынок	53.183739	50.096551
1364	Троицкий рынок	53.184296	50.097114
1365	ул.Водников	53.180385	50.076799
1366	ул. Крупской	53.180556	50.076794
1367	6-й причал	53.183208	50.075512
1368	6-й причал	53.183053	50.075571
1369	пр.Кирова	53.252277	50.224396
1370	Станция метро Московская	53.202819	50.160622
1371	ул.XXII Партсъезда	53.203202	50.238389
1372	ТТЦ Аквариум	53.201372	50.135880
1373	ТТЦ Аквариум	53.201327	50.135778
1374	СЗКС	53.189441	50.276291
1375	СЗКС	53.190533	50.277300
1376	СЗКС	53.193090	50.274603
1377	Красное озеро	53.196916	50.270160
1378	Красное озеро	53.197231	50.270085
1379	ул.Губанова	53.252361	50.207149
1380	ул.Ново-Садовая	53.252467	50.206591
1381	12-й проезд	53.254794	50.195525
1382	12-й проезд	53.254697	50.195653
1383	Пионерлагеря	53.255198	50.193190
1384	Пионерлагеря	53.255102	50.193217
1385	6-й проезд	53.256036	50.188190
1386	6-й проезд	53.255958	50.188147
1387	Санаторий Волга	53.256594	50.184542
1388	Московское шоссе	53.246543	50.211629
1390	АТП ЗАО Агро-Авто	53.181922	50.296242
1391	ТЦ Колизей	53.248589	50.245948
1392	ул. XXII Партсъезда	53.216545	50.222431
1393	ул. Ставропольская	53.216800	50.222555
1394	Автостанция Аврора	53.191225	50.191512
1395	ТРК Московский	53.278170	50.272112
1396	Юнгородок	53.213460	50.290453
1397	ул.Советской Армии	53.194962	50.217280
1398	15-й микрорайон	53.244142	50.252123
1399	ул.Самарская	53.190351	50.103782
1400	ул.Ярмарочная	53.199720	50.111550
1401	Станция метро Победа	53.207133	50.234841
1402	6-й причал	53.183892	50.075893
1404	Губернский рынок (отпр)	53.194298	50.123250
1405	Чайка	53.348282	50.233258
1406	Чайка	53.348545	50.233333
1407	Краснодонская	53.224023	50.253211
1408	Станция 1	53.195716	50.156952
1409	Станция 6 Б	53.259983	50.214990
1410	Станция 6 А	53.259925	50.214979
1411	Станция 6	53.259720	50.215772
1412	Станция 2	53.219779	50.165033
1413	Станция 6 отпр	53.259940	50.214926
1414	Станция 2 отпр	53.219759	50.165140
1415	Станция 6 - отпр	53.259691	50.215831
1416	Московское шоссе	53.242648	50.210638
1417	Московское шоссе	53.242501	50.210691
1418	Университет-Глазная больница	53.223756	50.170642
1419	ЦПКиО	53.227013	50.175547
1420	ул.Гастелло	53.231515	50.182230
1421	ул. Потапова	53.228642	50.178000
1422	кДпеч	53.212468	50.189635
1424	нДпеч	53.212266	50.190686
1425	ГТД	53.198442	50.129177
1426	КТД	53.204564	50.236680
1427	Станция 2 А	53.219772	50.166003
1428	Станция 2 Б	53.219760	50.166158
1431	Аэропорт Курумоч	53.512882	50.156246
1432	АТП5	53.238813	50.262803
1433	АТП4	53.214712	50.205816
1434	МГП	53.114699	50.064593
1435	Рейс	53.262375	50.288815
1436	Автоконсалт	53.128548	50.054454
1437	СамараАвтоГаз	53.238800	50.262980
1438	Билайнер	53.249907	50.266649
1439	СамараАвтоЭкспресс	53.304745	50.292183
1441	КП_ПОСТН	53.219478	50.165401
1442	ул.Дзержинского	53.186028	50.173313
1443	ТЦ Мегастрой	53.183679	50.173016
1444	6-й причал	53.184078	50.076598
1445	Речной вокзал	53.188311	50.081228
1446	Речной вокзал	53.187874	50.080498
1447	ул.Некрасовская	53.190927	50.084999
1448	ул.Некрасовская	53.190831	50.084656
1449	Сиреневый пер.	53.148981	50.140950
1451	ТД3	53.233655	50.203515
1452	ТД2	53.202806	50.232367
1453	ТД1	53.197716	50.126018
