rc_id	rl_id	ss_id	rc_orderby	rc_dist
2196623	21966	40	23	0.697000
2196624	21966	42	24	0.846000
2196625	21966	37	25	0.000000
2476501	24765	616	1	1.886000
2476502	24765	620	2	0.246000
2476503	24765	622	3	0.416000
2476504	24765	624	4	0.562000
2476505	24765	626	5	1.070000
2476506	24765	628	6	1.411000
2476507	24765	632	7	0.979000
2476508	24765	260	8	1.348000
2476509	24765	261	9	0.612000
2476510	24765	262	10	1.389000
2476511	24765	263	11	3.088000
2476512	24765	600	12	2.850000
2476513	24765	606	13	0.000000
2476601	24766	606	1	2.974000
2476602	24766	601	2	3.042000
2476603	24766	237	3	1.336000
2476604	24766	238	4	0.581000
2476605	24766	239	5	1.343000
2476606	24766	636	6	0.942000
2476607	24766	633	7	1.545000
2476608	24766	629	8	1.030000
2476609	24766	627	9	0.466000
2476610	24766	625	10	0.387000
2476611	24766	623	11	0.347000
2476612	24766	621	12	1.878000
2476613	24766	616	13	0.000000
2496501	24965	1473	1	2.452000
2496502	24965	665	2	1.429000
2496503	24965	1461	3	0.618000
2496504	24965	739	4	0.717000
2496505	24965	741	5	0.375000
2496506	24965	743	6	0.728000
2496507	24965	745	7	0.186000
2496508	24965	746	8	2.631000
2496509	24965	1472	9	0.000000
2496601	24966	1472	1	2.651000
2496602	24966	877	2	0.288000
2496603	24966	872	3	0.641000
2496604	24966	744	4	0.390000
2496605	24966	742	5	0.720000
2496606	24966	740	6	0.739000
2496607	24966	668	7	0.789000
2496608	24966	666	8	2.218000
2496609	24966	1473	9	0.000000
2506501	25065	1299	1	0.154000
2506502	25065	1300	2	0.375000
2506503	25065	784	3	0.470000
2506504	25065	782	4	0.293000
2506505	25065	780	5	0.621000
2506506	25065	777	6	0.368000
2506507	25065	1219	7	0.393000
2506508	25065	778	8	0.720000
2506509	25065	774	9	0.866000
2506510	25065	772	10	0.262000
2506511	25065	1313	11	0.464000
2506512	25065	1314	12	0.515000
2506513	25065	1316	13	0.465000
2506514	25065	1318	14	0.486000
2506515	25065	1320	15	0.457000
2506516	25065	1322	16	0.195000
2506517	25065	1243	17	0.435000
2506518	25065	1241	18	0.487000
2506519	25065	1239	19	0.381000
2506520	25065	1237	20	0.348000
2506521	25065	1235	21	0.347000
2506522	25065	365	22	0.471000
2506523	25065	555	23	0.553000
2506524	25065	1155	24	0.542000
2506525	25065	1153	25	0.340000
2506526	25065	1151	26	0.523000
2506527	25065	1178	27	0.341000
2506528	25065	650	28	0.698000
2506529	25065	652	29	0.839000
2506530	25065	1371	30	1.125000
2506531	25065	93	31	0.780000
2506532	25065	94	32	0.650000
2506533	25065	95	33	0.691000
2506534	25065	96	34	0.716000
2506535	25065	97	35	0.633000
2506536	25065	99	36	0.000000
2506601	25066	99	1	0.765000
2506602	25066	100	2	0.686000
2506603	25066	101	3	0.738000
2506604	25066	102	4	0.599000
2506605	25066	103	5	0.813000
2506606	25066	104	6	1.116000
2506607	25066	140	7	0.618000
2506608	25066	653	8	0.897000
2506609	25066	651	9	0.291000
2506610	25066	1177	10	0.565000
2506611	25066	1150	11	0.353000
2506612	25066	1152	12	0.552000
2506613	25066	1154	13	0.639000
2506614	25066	554	14	0.294000
2506615	25066	330	15	0.332000
2506616	25066	331	16	0.334000
2506617	25066	1236	17	0.446000
2506618	25066	1238	18	0.563000
2506619	25066	1240	19	0.418000
2506620	25066	1242	20	0.193000
2506621	25066	1323	21	0.454000
2506622	25066	1321	22	0.492000
2506623	25066	1319	23	0.464000
2506624	25066	1317	24	0.519000
2506625	25066	1315	25	0.631000
2506626	25066	421	26	0.892000
2506627	25066	773	27	0.919000
2506628	25066	775	28	0.357000
2506629	25066	1218	29	0.272000
2506630	25066	776	30	0.542000
2506631	25066	779	31	0.305000
2506632	25066	781	32	0.558000
2506633	25066	783	33	0.320000
2506634	25066	1346	34	0.409000
2506635	25066	1333	35	0.295000
2506636	25066	1299	36	0.000000
2506701	25067	1299	1	0.154000
2506702	25067	1300	2	0.375000
2506703	25067	784	3	0.470000
2506704	25067	782	4	0.293000
2506705	25067	780	5	0.621000
2506706	25067	777	6	0.368000
2506707	25067	1219	7	0.393000
2506708	25067	778	8	0.720000
2506709	25067	774	9	0.866000
2506710	25067	772	10	0.000000
2506801	25068	772	1	0.644000
2506802	25068	1258	2	0.588000
2506803	25068	1259	3	0.394000
2506804	25068	1260	4	0.607000
2506805	25068	1261	5	0.480000
2506806	25068	1262	6	0.508000
2506807	25068	779	7	0.305000
2506808	25068	781	8	0.558000
2506809	25068	783	9	0.320000
2506810	25068	1346	10	0.409000
2506811	25068	1333	11	0.295000
2506812	25068	1299	12	0.000000
2506901	25069	1314	1	0.515000
2506902	25069	1316	2	0.465000
2506903	25069	1318	3	0.486000
2506904	25069	1320	4	0.457000
2506905	25069	1322	5	0.195000
2506906	25069	1243	6	0.435000
2506907	25069	1241	7	0.487000
2506908	25069	1239	8	0.381000
2506909	25069	1237	9	0.348000
2506910	25069	1235	10	0.347000
2506911	25069	365	11	0.471000
2506912	25069	555	12	0.553000
2506913	25069	1155	13	0.542000
2506914	25069	1153	14	0.340000
2506915	25069	1151	15	0.523000
2506916	25069	1178	16	0.341000
2506917	25069	650	17	0.698000
2506918	25069	652	18	0.839000
2506919	25069	1371	19	1.125000
2506920	25069	93	20	0.780000
2506921	25069	94	21	0.650000
2506922	25069	95	22	0.691000
2506923	25069	96	23	0.716000
2506924	25069	97	24	0.633000
2506925	25069	99	25	0.000000
2507001	25070	99	1	0.765000
2507002	25070	100	2	0.686000
2507003	25070	101	3	0.738000
2507004	25070	102	4	0.599000
2507005	25070	103	5	0.813000
2507006	25070	104	6	1.116000
2507007	25070	140	7	0.618000
2507008	25070	653	8	0.897000
2507009	25070	651	9	0.291000
2507010	25070	1177	10	0.565000
2507011	25070	1150	11	0.353000
2507012	25070	1152	12	0.552000
2507013	25070	1154	13	0.639000
2507014	25070	554	14	0.294000
2507015	25070	330	15	0.332000
2507016	25070	331	16	0.334000
2507017	25070	1236	17	0.446000
2507018	25070	1238	18	0.563000
2507019	25070	1240	19	0.418000
2507020	25070	1242	20	0.193000
2507021	25070	1323	21	0.454000
2507022	25070	1321	22	0.492000
2507023	25070	1319	23	0.464000
2507024	25070	1317	24	0.516000
2507025	25070	1314	25	0.000000
2507101	25071	772	1	0.809000
2507102	25071	773	2	0.935000
2507103	25071	1077	3	0.656000
2507104	25071	551	4	0.535000
2507105	25071	549	5	0.567000
2507106	25071	1076	6	0.382000
2507107	25071	1358	7	0.552000
2507108	25071	1072	8	0.836000
2507109	25071	1243	9	0.435000
2507110	25071	1241	10	0.487000
2507111	25071	1239	11	0.381000
2507112	25071	1237	12	0.348000
2507113	25071	1235	13	0.347000
2507114	25071	365	14	0.471000
2507115	25071	555	15	0.553000
2507116	25071	1155	16	0.542000
2507117	25071	1153	17	0.340000
2507118	25071	1151	18	0.523000
2507119	25071	1178	19	0.341000
2507120	25071	650	20	0.698000
2507121	25071	652	21	0.839000
2507122	25071	1371	22	1.125000
2507123	25071	93	23	0.780000
2507124	25071	94	24	0.650000
2507125	25071	95	25	0.691000
2507126	25071	96	26	0.716000
2507127	25071	97	27	0.633000
2507128	25071	99	28	0.000000
2507201	25072	99	1	0.765000
2507202	25072	100	2	0.686000
2507203	25072	101	3	0.738000
2507204	25072	102	4	0.599000
2507205	25072	103	5	0.813000
2507206	25072	104	6	1.116000
2507207	25072	140	7	0.618000
2507208	25072	653	8	0.897000
2507209	25072	651	9	0.291000
2507210	25072	1177	10	0.565000
2507211	25072	1150	11	0.353000
2507212	25072	1152	12	0.552000
2507213	25072	1154	13	0.639000
2507214	25072	554	14	0.294000
2507215	25072	330	15	0.332000
2507216	25072	331	16	0.334000
2507217	25072	1236	17	0.446000
2507218	25072	1238	18	0.563000
2507219	25072	1240	19	0.418000
2507220	25072	1242	20	0.523000
2507221	25072	1217	21	0.411000
2507222	25072	1071	22	0.358000
2507223	25072	1073	23	0.502000
2507224	25072	1075	24	0.557000
2507225	25072	548	25	0.616000
2507226	25072	550	26	0.711000
2507227	25072	778	27	0.720000
2507228	25072	774	28	0.866000
2507229	25072	772	29	0.000000
2507301	25073	1299	1	0.154000
2507302	25073	1300	2	0.375000
2507303	25073	784	3	0.470000
2507304	25073	782	4	0.293000
2507305	25073	780	5	0.621000
2507306	25073	777	6	0.368000
2507307	25073	1219	7	0.393000
2507308	25073	778	8	0.720000
2507309	25073	774	9	0.866000
2507310	25073	772	10	0.262000
2507311	25073	1313	11	1.389000
2507312	25073	421	12	0.000000
2507401	25074	421	1	0.879000
2507402	25074	773	2	0.919000
2507403	25074	775	3	0.357000
2507404	25074	1218	4	0.272000
2507405	25074	776	5	0.542000
2507406	25074	779	6	0.305000
2507407	25074	781	7	0.558000
2507408	25074	783	8	0.320000
2507409	25074	1346	9	0.409000
2507410	25074	1333	10	0.295000
2507411	25074	1299	11	0.000000
2507501	25075	1299	1	0.154000
2507502	25075	1300	2	0.375000
2507503	25075	784	3	0.470000
2507504	25075	782	4	0.293000
2507505	25075	780	5	0.621000
2507506	25075	777	6	0.368000
2507507	25075	1219	7	0.393000
2507508	25075	778	8	0.720000
2507509	25075	774	9	0.866000
2507510	25075	772	10	0.262000
2507511	25075	1313	11	0.464000
2507512	25075	1314	12	0.515000
2507513	25075	1316	13	0.465000
2507514	25075	1318	14	0.486000
2507515	25075	1320	15	0.457000
2507516	25075	1322	16	0.195000
2507517	25075	1243	17	0.435000
2507518	25075	1241	18	0.487000
2507519	25075	1239	19	0.381000
2507520	25075	1237	20	0.348000
2507521	25075	1235	21	0.347000
2507522	25075	365	22	0.471000
2507523	25075	555	23	0.553000
2507524	25075	1155	24	0.542000
2507525	25075	1153	25	0.340000
2507526	25075	1151	26	0.523000
2507527	25075	1178	27	0.341000
2507528	25075	650	28	0.698000
2507529	25075	652	29	1.124000
2507530	25075	92	30	0.000000
2507601	25076	92	1	0.121000
2507602	25076	140	2	0.618000
2507603	25076	653	3	0.897000
2507604	25076	651	4	0.291000
2507605	25076	1177	5	0.565000
2507606	25076	1150	6	0.353000
2507607	25076	1152	7	0.552000
2507608	25076	1154	8	0.639000
2507609	25076	554	9	0.294000
2507610	25076	330	10	0.332000
2507611	25076	331	11	0.334000
2507612	25076	1236	12	0.446000
2507613	25076	1238	13	0.563000
2507614	25076	1240	14	0.418000
2507615	25076	1242	15	0.193000
2507616	25076	1323	16	0.454000
2507617	25076	1321	17	0.492000
2507618	25076	1319	18	0.464000
2507619	25076	1317	19	0.519000
2507620	25076	1315	20	0.631000
2507621	25076	421	21	0.892000
2507622	25076	773	22	0.919000
2507623	25076	775	23	0.357000
2507624	25076	1218	24	0.272000
2507625	25076	776	25	0.542000
2507626	25076	779	26	0.305000
2507627	25076	781	27	0.558000
2507628	25076	783	28	0.320000
2507629	25076	1346	29	0.409000
2507630	25076	1333	30	0.295000
2507631	25076	1299	31	0.000000
2507701	25077	140	1	1.096000
2507702	25077	93	2	0.780000
2507703	25077	94	3	0.650000
2507704	25077	95	4	0.691000
2507705	25077	96	5	0.716000
2507706	25077	97	6	0.633000
2507707	25077	99	7	0.000000
2507801	25078	99	1	0.765000
2507802	25078	100	2	0.686000
2507803	25078	101	3	0.738000
2507804	25078	102	4	0.599000
2507805	25078	103	5	0.813000
2507806	25078	104	6	1.115000
2507807	25078	140	7	0.000000
2507901	25079	1299	1	0.154000
2507902	25079	1300	2	0.375000
2507903	25079	784	3	0.470000
2507904	25079	782	4	0.293000
2507905	25079	780	5	0.621000
2507906	25079	777	6	0.368000
2507907	25079	1219	7	0.393000
2507908	25079	778	8	0.720000
2507909	25079	774	9	0.866000
2507910	25079	772	10	0.262000
2507911	25079	1313	11	0.464000
2507912	25079	1314	12	0.515000
2507913	25079	1316	13	0.465000
2507914	25079	1318	14	0.486000
2507915	25079	1320	15	0.457000
2507916	25079	1322	16	0.195000
2507917	25079	1243	17	0.435000
2507918	25079	1241	18	0.487000
2507919	25079	1239	19	0.381000
2507920	25079	1237	20	0.348000
2507921	25079	1235	21	0.347000
2507922	25079	365	22	0.471000
2507923	25079	555	23	0.553000
2507924	25079	1155	24	0.542000
2507925	25079	1153	25	0.340000
2507926	25079	1151	26	0.523000
2507927	25079	1178	27	0.341000
2507928	25079	650	28	0.698000
2507929	25079	652	29	0.000000
2508001	25080	652	1	0.682000
2508002	25080	651	2	0.856000
2508003	25080	1150	3	0.036000
2508004	25080	1177	4	0.317000
2508005	25080	1152	5	0.552000
2508006	25080	1154	6	0.639000
2508007	25080	554	7	0.294000
2508008	25080	330	8	0.332000
2508009	25080	331	9	0.334000
2508010	25080	1236	10	0.446000
2508011	25080	1238	11	0.563000
2508012	25080	1240	12	0.418000
2508013	25080	1242	13	0.193000
2508014	25080	1323	14	0.454000
2508015	25080	1321	15	0.492000
2508016	25080	1319	16	0.464000
2508017	25080	1317	17	0.519000
2508018	25080	1315	18	0.631000
2508019	25080	421	19	0.892000
2508020	25080	773	20	0.919000
2508021	25080	775	21	0.357000
2508022	25080	1218	22	0.272000
2508023	25080	776	23	0.542000
2508024	25080	779	24	0.305000
2508025	25080	781	25	0.558000
2508026	25080	783	26	0.320000
2508027	25080	1346	27	0.409000
2508028	25080	1333	28	0.295000
2508029	25080	1299	29	0.000000
2508101	25081	92	1	1.142000
2508102	25081	93	2	0.780000
2508103	25081	94	3	0.650000
2508104	25081	95	4	0.691000
2508105	25081	96	5	0.716000
2508106	25081	97	6	0.633000
2508107	25081	99	7	0.000000
2508201	25082	99	1	0.765000
2508202	25082	100	2	0.686000
2508203	25082	101	3	0.738000
2508204	25082	102	4	0.599000
2508205	25082	103	5	0.813000
2508206	25082	104	6	1.116000
2508207	25082	140	7	1.271000
2508208	25082	92	8	0.000000
2508301	25083	1242	1	0.010000
2508302	25083	1243	2	0.431000
2508303	25083	1241	3	0.487000
2508304	25083	1239	4	0.381000
2508305	25083	1237	5	0.348000
2508306	25083	1235	6	0.347000
2508307	25083	365	7	0.471000
2508308	25083	555	8	0.553000
2508309	25083	1155	9	0.542000
2508310	25083	1153	10	0.340000
2508311	25083	1151	11	0.523000
2508312	25083	1178	12	0.341000
2508313	25083	650	13	0.698000
2508314	25083	652	14	0.839000
2508315	25083	1371	15	1.125000
2508316	25083	93	16	0.780000
2508317	25083	94	17	0.650000
2508318	25083	95	18	0.691000
2508319	25083	96	19	0.716000
2508320	25083	97	20	0.633000
2508321	25083	99	21	0.000000
2508401	25084	99	1	0.765000
2508402	25084	100	2	0.686000
2508403	25084	101	3	0.738000
2508404	25084	102	4	0.599000
2508405	25084	103	5	0.813000
2508406	25084	104	6	1.116000
2508407	25084	140	7	0.618000
2508408	25084	653	8	0.897000
2508409	25084	651	9	0.291000
2508410	25084	1177	10	0.565000
2508411	25084	1150	11	0.353000
2508412	25084	1152	12	0.552000
2508413	25084	1154	13	0.639000
2508414	25084	554	14	0.294000
2508415	25084	330	15	0.332000
2508416	25084	331	16	0.334000
2508417	25084	1236	17	0.446000
2508418	25084	1238	18	0.563000
2508419	25084	1240	19	0.418000
2508420	25084	1242	20	0.000000
2508501	25085	1299	1	0.154000
2508502	25085	1300	2	0.375000
2508503	25085	784	3	0.470000
2508504	25085	782	4	0.293000
2508505	25085	780	5	0.621000
2508506	25085	777	6	0.368000
2508507	25085	1219	7	0.393000
2508508	25085	778	8	0.720000
2508509	25085	774	9	0.866000
2508510	25085	772	10	0.262000
2508511	25085	1313	11	0.464000
2508512	25085	1314	12	0.515000
2508513	25085	1316	13	0.465000
2508514	25085	1318	14	0.486000
2508515	25085	1320	15	0.457000
2508516	25085	1322	16	0.195000
2508517	25085	1243	17	0.010000
2508518	25085	1242	18	0.000000
2508601	25086	1242	1	0.163000
2508602	25086	1323	2	0.454000
2508603	25086	1321	3	0.492000
2508604	25086	1319	4	0.464000
2508605	25086	1317	5	0.519000
2508606	25086	1315	6	0.631000
2508607	25086	421	7	0.892000
2508608	25086	773	8	0.919000
2508609	25086	775	9	0.357000
2508610	25086	1218	10	0.272000
2508611	25086	776	11	0.542000
2508612	25086	779	12	0.305000
2508613	25086	781	13	0.558000
2508614	25086	783	14	0.320000
2508615	25086	1346	15	0.409000
2508616	25086	1333	16	0.295000
2508617	25086	1299	17	0.000000
2508701	25087	772	1	0.252000
2508702	25087	1313	2	0.464000
2508703	25087	1314	3	0.515000
2508704	25087	1316	4	0.465000
2508705	25087	1318	5	0.486000
2508706	25087	1320	6	0.457000
2508707	25087	1322	7	0.195000
2508708	25087	1243	8	0.435000
2508709	25087	1241	9	0.487000
2508710	25087	1239	10	0.381000
2508711	25087	1237	11	0.348000
2508712	25087	1235	12	0.347000
2508713	25087	365	13	0.471000
2508714	25087	555	14	0.553000
2508715	25087	1155	15	0.542000
2508716	25087	1153	16	0.340000
2508717	25087	1151	17	0.523000
2508718	25087	1178	18	0.341000
2508719	25087	650	19	0.698000
2508720	25087	652	20	1.204000
2508721	25087	1371	21	1.063000
2508722	25087	93	22	0.780000
2508723	25087	94	23	0.650000
2508724	25087	95	24	0.691000
2508725	25087	96	25	0.716000
2508726	25087	97	26	0.633000
2508727	25087	99	27	0.000000
2508801	25088	99	1	0.765000
2508802	25088	100	2	0.686000
2508803	25088	101	3	0.738000
2508804	25088	102	4	0.599000
2508805	25088	103	5	0.813000
2508806	25088	104	6	1.116000
2508807	25088	140	7	0.618000
2508808	25088	653	8	0.897000
2508809	25088	651	9	0.291000
2508810	25088	1177	10	0.565000
2508811	25088	1150	11	0.353000
2508812	25088	1152	12	0.552000
2508813	25088	1154	13	0.639000
2508814	25088	554	14	0.294000
2508815	25088	330	15	0.332000
2508816	25088	331	16	0.334000
2508817	25088	1236	17	0.446000
2508818	25088	1238	18	0.563000
2508819	25088	1240	19	0.418000
2508820	25088	1242	20	0.193000
2508821	25088	1323	21	0.454000
2508822	25088	1321	22	0.492000
2508823	25088	1319	23	0.464000
2508824	25088	1317	24	0.519000
2508825	25088	1315	25	0.631000
2508826	25088	421	26	0.083000
2508827	25088	772	27	0.000000
2508901	25089	421	1	0.169000
2508902	25089	1313	2	0.464000
2508903	25089	1314	3	0.515000
2508904	25089	1316	4	0.465000
2508905	25089	1318	5	0.486000
2508906	25089	1320	6	0.457000
2508907	25089	1322	7	0.195000
2508908	25089	1243	8	0.435000
2508909	25089	1241	9	0.487000
2508910	25089	1239	10	0.381000
2508911	25089	1237	11	0.348000
2508912	25089	1235	12	0.347000
2508913	25089	365	13	0.471000
2508914	25089	555	14	0.553000
2508915	25089	1155	15	0.542000
2508916	25089	1153	16	0.340000
2508917	25089	1151	17	0.523000
2508918	25089	1178	18	0.341000
2508919	25089	650	19	0.698000
2508920	25089	652	20	0.839000
2508921	25089	1371	21	1.125000
2508922	25089	93	22	0.780000
2508923	25089	94	23	0.650000
2508924	25089	95	24	0.691000
2508925	25089	96	25	0.716000
2508926	25089	97	26	0.633000
2508927	25089	99	27	0.000000
2509001	25090	99	1	0.765000
2509002	25090	100	2	0.686000
2509003	25090	101	3	0.738000
2509004	25090	102	4	0.599000
2509005	25090	103	5	0.813000
2509006	25090	104	6	1.116000
2509007	25090	140	7	0.618000
2509008	25090	653	8	0.897000
2509009	25090	651	9	0.291000
2509010	25090	1177	10	0.565000
2509011	25090	1150	11	0.353000
2509012	25090	1152	12	0.552000
2509013	25090	1154	13	0.639000
2509014	25090	554	14	0.294000
2509015	25090	330	15	0.332000
2509016	25090	331	16	0.334000
2509017	25090	1236	17	0.446000
2509018	25090	1238	18	0.563000
2509019	25090	1240	19	0.418000
2509020	25090	1242	20	0.193000
2509021	25090	1323	21	0.454000
2509022	25090	1321	22	0.492000
2509023	25090	1319	23	0.464000
2509024	25090	1317	24	0.519000
2509025	25090	1315	25	0.631000
2509026	25090	421	26	0.000000
2516501	25165	13	1	9.505000
2516502	25165	1474	2	0.000000
2516601	25166	1474	1	9.413000
2516602	25166	13	2	0.000000
2546501	25465	1476	1	3.887000
2546502	25465	1474	2	0.000000
2546601	25466	1474	1	5.429000
2546602	25466	1476	2	0.000000
2756501	27565	615	1	0.263000
2756502	27565	554	2	0.294000
2756503	27565	330	3	0.332000
2756504	27565	331	4	0.559000
2756505	27565	332	5	0.319000
2756506	27565	333	6	0.422000
2756507	27565	416	7	0.602000
2756508	27565	417	8	0.559000
2756509	27565	1370	9	0.902000
2756510	27565	1795	10	0.892000
2756511	27565	35	11	0.777000
2756512	27565	421	12	0.669000
2756513	27565	422	13	0.474000
2756514	27565	424	14	0.570000
2756515	27565	426	15	0.385000
2756516	27565	428	16	0.893000
2756517	27565	430	17	0.681000
2756518	27565	400	18	0.517000
2756519	27565	432	19	0.652000
2756520	27565	391	20	0.709000
2756521	27565	508	21	0.300000
2756522	27565	366	22	0.000000
2756601	27566	366	1	0.744000
2756602	27566	1118	2	0.546000
2756603	27566	434	3	0.549000
2756604	27566	433	4	0.525000
2756605	27566	399	5	0.762000
2756606	27566	431	6	0.597000
2756607	27566	429	7	0.585000
2756608	27566	427	8	0.643000
2756609	27566	425	9	0.529000
2756610	27566	423	10	0.472000
2756611	27566	435	11	0.240000
2756612	27566	1313	12	0.544000
2756613	27566	45	13	0.829000
2756614	27566	46	14	1.054000
2756615	27566	420	15	0.745000
2756616	27566	418	16	0.592000
2756617	27566	436	17	0.388000
2756618	27566	362	18	0.278000
2756619	27566	363	19	0.493000
2756620	27566	364	20	0.344000
2756621	27566	365	21	0.471000
2756622	27566	555	22	0.161000
2756623	27566	615	23	0.000000
2836501	28365	1311	1	0.343000
2836502	28365	1310	2	0.383000
2836503	28365	1309	3	0.511000
2836504	28365	1181	4	0.568000
2836505	28365	1183	5	0.505000
2836506	28365	1185	6	0.495000
2836507	28365	1187	7	0.371000
2836508	28365	1189	8	0.761000
2836509	28365	1191	9	0.624000
2836510	28365	1398	10	0.388000
2836511	28365	1194	11	0.320000
2836512	28365	1196	12	0.526000
2836513	28365	1198	13	0.530000
2836514	28365	928	14	0.456000
2836515	28365	1199	15	0.532000
2836516	28365	1201	16	0.621000
2836517	28365	1203	17	0.715000
2836518	28365	88	18	0.539000
2836519	28365	89	19	0.731000
2836520	28365	90	20	0.776000
2836521	28365	91	21	0.310000
2836522	28365	92	22	1.144000
2836523	28365	93	23	0.780000
2836524	28365	94	24	0.650000
2836525	28365	95	25	0.255000
2836526	28365	102	26	0.000000
2836601	28366	102	1	0.599000
2836602	28366	103	2	0.813000
2836603	28366	104	3	1.119000
2836604	28366	105	4	0.330000
2836605	28366	106	5	0.782000
2836606	28366	107	6	0.703000
2836607	28366	108	7	0.578000
2836608	28366	109	8	0.598000
2836609	28366	1204	9	0.789000
2836610	28366	1202	10	0.519000
2836611	28366	1200	11	0.388000
2836612	28366	929	12	0.450000
2836613	28366	927	13	0.615000
2836614	28366	1197	14	0.311000
2836615	28366	1195	15	0.399000
2836616	28366	1193	16	0.596000
2836617	28366	1192	17	0.830000
2836618	28366	1190	18	0.364000
2836619	28366	1188	19	0.491000
2836620	28366	1186	20	0.503000
2836621	28366	1184	21	0.573000
2836622	28366	1182	22	0.470000
2836623	28366	798	23	0.353000
2836624	28366	800	24	0.421000
2836625	28366	1312	25	0.185000
2836626	28366	1410	26	0.283000
2836627	28366	1411	27	0.011000
2836628	28366	1415	28	0.203000
2836629	28366	1311	29	0.000000
2836701	28367	1311	1	0.343000
2836702	28367	1310	2	0.383000
2836703	28367	1309	3	0.512000
2836704	28367	1182	4	0.567000
2836705	28367	1183	5	0.509000
2836706	28367	1186	6	0.492000
2836707	28367	1187	7	0.371000
2836708	28367	1189	8	0.761000
2836709	28367	1191	9	0.624000
2836710	28367	1398	10	0.388000
2836711	28367	1194	11	0.320000
2836712	28367	1196	12	0.526000
2836713	28367	1198	13	0.530000
2836714	28367	928	14	0.456000
2836715	28367	1199	15	0.532000
2836716	28367	1201	16	0.621000
2836717	28367	1203	17	0.715000
2836718	28367	88	18	0.539000
2836719	28367	89	19	0.731000
2836720	28367	90	20	0.776000
2836721	28367	91	21	0.310000
2836722	28367	92	22	0.122000
2836723	28367	140	23	1.189000
2836724	28367	106	24	0.000000
2836801	28368	106	1	0.782000
2836802	28368	107	2	0.703000
2836803	28368	108	3	0.578000
2836804	28368	109	4	0.598000
2836805	28368	1204	5	0.789000
2836806	28368	1202	6	0.519000
2836807	28368	1200	7	0.388000
2836808	28368	929	8	0.450000
2836809	28368	927	9	0.615000
2836810	28368	1197	10	0.311000
2836811	28368	1195	11	0.399000
2836812	28368	1193	12	0.596000
2836813	28368	1192	13	0.830000
2836814	28368	1190	14	0.364000
2836815	28368	1188	15	0.491000
2836816	28368	1186	16	0.503000
2836817	28368	1184	17	0.573000
2836818	28368	1182	18	0.470000
2836819	28368	798	19	0.353000
2836820	28368	800	20	0.421000
2836821	28368	1312	21	0.185000
2836822	28368	1410	22	0.283000
2836823	28368	1411	23	0.011000
2836824	28368	1415	24	0.203000
2836825	28368	1311	25	0.000000
2836901	28369	1398	1	0.379000
2836902	28369	1194	2	0.320000
2836903	28369	1196	3	0.526000
2836904	28369	1198	4	0.530000
2836905	28369	928	5	0.456000
2836906	28369	1199	6	0.532000
2836907	28369	1201	7	0.621000
2836908	28369	1203	8	0.715000
2836909	28369	88	9	0.539000
2836910	28369	89	10	0.731000
2836911	28369	90	11	0.776000
2836912	28369	91	12	1.620000
2836913	28369	106	13	0.000000
2837001	28370	106	1	0.782000
2837002	28370	107	2	0.703000
2837003	28370	108	3	0.579000
2837004	28370	109	4	0.598000
2837005	28370	1204	5	0.789000
2837006	28370	1202	6	0.519000
2837007	28370	1200	7	0.388000
2837008	28370	929	8	0.450000
2837009	28370	927	9	0.615000
2837010	28370	1197	10	0.311000
2837011	28370	1195	11	0.399000
2837012	28370	1193	12	0.284000
2837013	28370	1398	13	0.000000
2837101	28371	1398	1	0.379000
2837102	28371	1194	2	0.320000
2837103	28371	1196	3	0.526000
2837104	28371	1198	4	0.530000
2837105	28371	928	5	0.456000
2837106	28371	1199	6	0.532000
2837107	28371	1201	7	0.621000
2837108	28371	1203	8	0.715000
2837109	28371	88	9	0.539000
2837110	28371	89	10	0.731000
2837111	28371	90	11	0.776000
2837112	28371	91	12	0.310000
2837113	28371	92	13	1.144000
2837114	28371	93	14	0.780000
2837115	28371	94	15	0.650000
2837116	28371	95	16	0.255000
2837117	28371	102	17	0.000000
2837201	28372	102	1	0.599000
2837202	28372	103	2	0.813000
2837203	28372	104	3	1.119000
2837204	28372	105	4	0.330000
2837205	28372	106	5	0.782000
2837206	28372	107	6	0.703000
2837207	28372	108	7	0.578000
2837208	28372	109	8	0.598000
2837209	28372	1204	9	0.789000
2837210	28372	1202	10	0.519000
2837211	28372	1200	11	0.388000
2837212	28372	929	12	0.450000
2837213	28372	927	13	0.615000
2837214	28372	1197	14	0.311000
2837215	28372	1195	15	0.399000
2837216	28372	1193	16	0.284000
2837217	28372	1398	17	0.000000
2837301	28373	92	1	1.142000
2837302	28373	93	2	0.780000
2837303	28373	94	3	0.650000
2837304	28373	95	4	0.255000
2837305	28373	102	5	0.000000
2837401	28374	102	1	0.599000
2837402	28374	103	2	0.813000
2837403	28374	104	3	1.116000
2837404	28374	140	4	1.271000
2837405	28374	92	5	0.000000
2837501	28375	1311	1	0.343000
2837502	28375	1310	2	0.383000
2837503	28375	1309	3	0.511000
2837504	28375	1181	4	0.568000
2837505	28375	1183	5	0.505000
2837506	28375	1185	6	0.495000
2837507	28375	1187	7	0.371000
2837508	28375	1189	8	0.761000
2837509	28375	1191	9	0.624000
2837510	28375	1398	10	0.388000
2837511	28375	1194	11	0.320000
2837512	28375	1196	12	0.526000
2837513	28375	1198	13	0.530000
2837514	28375	928	14	0.456000
2837515	28375	1199	15	0.532000
2837516	28375	1201	16	0.621000
2837517	28375	1203	17	0.715000
2837518	28375	88	18	0.539000
2837519	28375	89	19	0.731000
